event_id,expiry_ts,strike,token_id,settled_yes,t,p
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779728406,0.5
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779732006,0.5
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779735603,0.5
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779739205,0.5
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779742806,0.5
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779746404,0.5
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779750004,0.5
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779753607,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779757205,0.9905
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779760805,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779764405,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779768017,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779771604,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779775218,0.9905
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779778804,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779782405,0.9895
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779786005,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779789604,0.9905
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779793204,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779796809,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779800405,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779804005,0.985
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779807607,0.9895
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779811203,0.9895
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779814807,0.9895
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779818405,0.9895
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779822004,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779825605,0.9895
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779829206,0.9895
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779832803,0.9895
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779836404,0.9895
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779840008,0.9905
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779843604,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779847203,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779850805,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779854403,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779858004,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779861605,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779865206,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779868804,0.9895
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779872419,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779876003,0.9905
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779879605,0.9905
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779883206,0.986
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779886803,0.986
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779890406,0.986
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779894005,0.986
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779897604,0.986
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779901207,0.9805
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779904805,0.9855
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779908421,0.9895
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779912006,0.9895
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779915606,0.9895
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779919208,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779922805,0.9895
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779926409,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779930004,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779933604,0.99
523917,1780329600,1600.0,18869576851039278834648237503246413307281555303641986655209145368222767927116,1.0,1779937207,0.99
