ts_us,asset,expiry_us,strike,opt_type,mark_iv,bid_iv,ask_iv,mark_price,underlying_price,delta,open_interest
1756688398217000,eth,1757059200000000,4900,call,65.0,63.45,66.31,0.002,4397.52,0.06684,4736.0
1756688397385000,eth,1757059200000000,4450,call,63.45,62.17,64.5,0.022,4397.54,0.44513,2271.0
1756688394901000,eth,1756972800000000,4700,call,62.63,60.95,62.89,0.004,4396.8176,0.13754,227.0
1756688399653000,eth,1756972800000000,4400,call,63.23,61.49,64.13,0.0236,4397.3629,0.50799,0.0
1756688396182000,eth,1756886400000000,4400,call,61.36,59.55,62.72,0.0191,4397.0858,0.50426,95.0
1756688398492000,eth,1756800000000000,4500,call,58.65,55.71,59.38,0.0054,4396.9887,0.25904,2163.0
1756688395977000,eth,1756800000000000,4275,call,63.0,,230.97,0.0326,4396.9087,0.77906,2.0
1756688399400000,eth,1774598400000000,6600,call,68.53,67.96,68.88,0.0841,4545.89,0.32145,175.0
1756688395169000,eth,1774598400000000,5200,call,67.27,66.65,67.82,0.1499,4545.57,0.49527,1209.0
1756688396378000,eth,1774598400000000,500,call,104.21,,207.65,0.8902,4546.0,0.99932,746.0
1756688398393000,eth,1774598400000000,3600,call,67.34,46.07,94.1,0.3017,4546.09,0.76224,1056.0
1756688399400000,eth,1774598400000000,2200,call,75.18,,108.05,0.5342,4545.89,0.94112,8942.0
1756688395371000,eth,1774598400000000,12000,call,73.92,73.94,74.42,0.0145,4545.78,0.07159,602.0
1756688397385000,eth,1758873600000000,4400,call,68.21,67.64,68.59,0.0726,4410.05,0.54081,16550.0
1756688399942000,eth,1782460800000000,7000,call,68.59,68.26,69.15,0.1111,4609.66,0.35805,6163.0
1756688399400000,eth,1782460800000000,5500,call,67.27,66.71,67.82,0.176,4609.66,0.50546,1686.0
1756688398393000,eth,1782460800000000,4000,call,66.49,49.16,90.22,0.2927,4609.87,0.70424,1196.0
1756688399400000,eth,1782460800000000,2500,call,69.8,41.43,96.78,0.4974,4609.66,0.90064,0.0
1756688395371000,eth,1782460800000000,12000,call,72.45,71.88,72.94,0.0326,4609.78,0.12856,547.0
1756688397385000,eth,1766736000000000,6200,call,68.19,67.81,68.36,0.0497,4478.52,0.25699,1150.0
1756688395925000,eth,1756713600000000,4900,call,62.45,,154.89,0.0,4396.7317,0.0,46.0
1756688395925000,eth,1756713600000000,4575,call,62.17,,72.01,0.0001,4396.7317,0.01214,342.0
1756688398928000,eth,1756713600000000,4350,call,57.29,44.68,67.23,0.0131,4396.621,0.74739,529.0
1756688394878000,eth,1758268800000000,4850,call,68.2,67.29,68.6,0.0257,4405.405,0.28998,158.0
1756688396148000,eth,1758268800000000,4400,call,67.94,67.1,68.23,0.0612,4405.87,0.53379,341.0
1756688395147000,eth,1758268800000000,3400,call,78.3,,155.64,0.233,4405.655,0.94131,0.0
1756688395298000,eth,1757664000000000,5100,call,68.5,67.25,70.05,0.0069,4401.55,0.12256,1147.0
1756688395371000,eth,1757664000000000,4650,call,67.26,66.64,67.41,0.0254,4401.57,0.34275,1159.0
1756688395371000,eth,1757664000000000,4200,call,68.26,66.34,70.29,0.0732,4401.77,0.67395,196.0
1756688395124000,btc,1757059200000000,117000,call,40.37,40.39,41.42,0.0007,108270.9,0.04013,1866.9
1756688396856000,btc,1756972800000000,108000,call,37.49,36.32,37.65,0.0154,108264.4065,0.53446,10.0
1756688396146000,btc,1756886400000000,113000,call,37.32,35.53,39.08,0.001,108258.285,0.07565,18.6
1756688397730000,btc,1756886400000000,104000,call,44.56,,172.96,0.0415,108258.1129,0.87578,0.0
1756688398145000,btc,1761897600000000,124000,call,37.71,37.26,38.08,0.019,109430.65,0.22997,1021.7
