ts_us,asset,expiry_us,strike,opt_type,mark_iv,bid_iv,ask_iv,mark_price,underlying_price,delta,open_interest
1754009999497000,eth,1754640000000000,3800,call,68.3,67.06,68.9,0.0252,3682.16,0.39049,1985.0
1754009996358000,eth,1754208000000000,4100,call,73.33,68.27,75.41,0.0008,3681.93,0.03424,159.0
1754009999654000,eth,1754208000000000,3700,call,62.92,61.15,64.32,0.0175,3681.76,0.47043,151.0
1754009997329000,eth,1754121600000000,4550,call,93.81,,150.46,0.0,3681.81,8e-05,2.0
1754009999343000,eth,1754121600000000,4150,call,90.79,80.34,92.27,0.0003,3681.6614,0.01426,402.0
1754009998336000,eth,1754121600000000,3950,call,78.81,74.52,79.79,0.0014,3681.6614,0.06981,1296.0
1754009998882000,eth,1754121600000000,3750,call,73.96,69.51,74.09,0.01,3681.81,0.34639,201.0
1754009999343000,eth,1754121600000000,3550,call,81.67,,268.47,0.042,3681.64,0.78045,0.0
1754009998336000,eth,1754121600000000,3250,call,111.14,,370.3,0.118,3681.6614,0.97253,0.0
1754009997329000,eth,1754121600000000,2850,call,131.04,,,0.2259,3681.81,0.99956,0.0
1754009998473000,eth,1758873600000000,5500,call,70.27,69.32,70.79,0.0117,3714.57,0.09953,11946.0
1754009999490000,eth,1754035200000000,3700,call,76.11,73.36,82.44,0.0063,3681.3,0.41109,8572.0
1754009995233000,eth,1755244800000000,4800,call,76.49,74.64,76.73,0.0029,3688.3,0.04796,486.0
1754009999920000,eth,1755244800000000,3650,call,68.01,67.35,68.63,0.0585,3686.7967,0.55639,242.0
1754009999857000,btc,1754208000000000,116000,call,31.04,29.13,32.35,0.0076,115438.4114,0.4266,4.6
1754009997905000,btc,1761897600000000,40000,call,85.95,,101.6,0.6597,117379.1246,0.99673,0.0
1754009995891000,btc,1761897600000000,160000,call,44.53,44.31,45.43,0.0097,117387.9962,0.10039,130.6
1754009996898000,btc,1761897600000000,132000,call,42.21,41.98,42.53,0.0404,117384.1354,0.32624,204.8
1754009995891000,btc,1761897600000000,116000,call,42.18,41.9,42.41,0.0895,117387.9962,0.56429,119.9
1754009996898000,btc,1761897600000000,100000,call,43.62,42.82,44.96,0.1751,117384.1354,0.8006,0.0
1754009998607000,btc,1754121600000000,125000,call,59.45,,65.36,0.0002,115423.2357,0.01267,13.8
1754009998912000,btc,1774598400000000,145000,call,46.46,46.16,46.8,0.0825,120834.65,0.38289,22.5
1754009996806000,btc,1766736000000000,200000,call,50.39,49.93,50.52,0.0089,118659.44,0.07069,8642.1
1754009998912000,btc,1754035200000000,116000,call,38.25,38.96,40.92,0.0022,115405.47,0.31923,419.5
1754009995891000,btc,1755244800000000,170000,call,67.96,,72.75,0.0001,115658.4633,0.00258,30.5
1754009996898000,btc,1755244800000000,134000,call,40.88,39.71,41.0,0.0012,115654.4067,0.03758,65.4
1754009997905000,btc,1755244800000000,124000,call,35.01,34.18,35.21,0.0059,115649.1433,0.16561,243.7
1754009996807000,btc,1755244800000000,116000,call,33.95,33.46,34.1,0.0254,115658.4633,0.49589,111.5
1754009994163000,btc,1755244800000000,106000,call,38.62,,93.44,0.0881,115655.1633,0.88081,0.0
1754009999580000,eth,1754640000000000,3400,put,73.09,71.77,74.26,0.0125,3682.16,-0.20516,5523.0
1754009998336000,eth,1754640000000000,2800,put,99.71,98.19,102.17,0.0012,3682.36,-0.02199,1942.0
1754009999910000,eth,1754208000000000,3700,put,62.92,61.19,64.37,0.0225,3681.5457,-0.53004,49.0
1754009998845000,eth,1754208000000000,3500,put,69.3,67.99,70.96,0.0052,3681.76,-0.1712,60.0
1754009996547000,eth,1754208000000000,3150,put,95.03,92.35,100.59,0.0005,3681.93,-0.01744,102.0
1754009998544000,eth,1761897600000000,3300,put,65.19,64.63,65.79,0.0725,3733.5792,-0.29404,81.0
1754009997329000,eth,1754121600000000,4550,put,93.81,,,0.2359,3681.81,-0.99992,0.0
1754009997329000,eth,1754121600000000,4150,put,90.79,,,0.1275,3681.81,-0.98571,0.0
1754009998845000,eth,1754121600000000,3950,put,78.81,,309.82,0.0743,3681.6614,-0.93019,0.0
1754009999343000,eth,1754121600000000,3750,put,73.96,64.62,80.64,0.0286,3681.64,-0.654,464.0
1754009998214000,eth,1754121600000000,3550,put,81.67,80.23,85.87,0.0063,3681.81,-0.21926,348.0
1754009997329000,eth,1754121600000000,3250,put,111.13,108.06,118.08,0.0007,3681.81,-0.02743,2.0
1754009997329000,eth,1754121600000000,2850,put,131.04,,161.47,0.0,3681.81,-0.00044,10.0
1754009999343000,eth,1758873600000000,2500,put,73.6,73.15,75.13,0.0092,3714.35,-0.06499,12842.0
1754009999919000,btc,1758873600000000,55000,call,81.42,,92.94,0.5289,116576.08,0.99395,34.9
1754009999923000,eth,1754035200000000,3700,put,76.11,71.95,81.06,0.0114,3680.85,-0.59112,8300.0
1754009999497000,eth,1755244800000000,3200,put,72.81,71.66,73.87,0.0115,3687.2133,-0.14555,810.0
1754009997905000,btc,1761897600000000,40000,put,85.95,84.07,88.08,0.0005,117379.1246,-0.00327,0.8
1754009998163000,btc,1761897600000000,160000,put,44.53,,86.55,0.3728,117377.5654,-0.89968,0.0
1754009997925000,btc,1761897600000000,132000,put,42.21,,57.71,0.165,117384.1354,-0.67376,2.9
1754009999691000,btc,1761897600000000,116000,put,42.18,41.79,42.55,0.0778,117377.5654,-0.43587,31.8
1754009995959000,btc,1761897600000000,100000,put,43.62,43.25,43.97,0.027,117386.7277,-0.19937,258.0
