ts_us,asset,expiry_us,strike,opt_type,mark_iv,bid_iv,ask_iv,mark_price,underlying_price,delta,open_interest
1740790795948000,btc,1740988800000000,90000,call,41.09,37.89,44.2,0.0002,83883.1114,0.01595,29.8
1740790799952000,btc,1740988800000000,82000,call,48.38,39.07,56.38,0.0288,83874.0242,0.72862,31.8
1740790799952000,btc,1740988800000000,74000,call,74.83,,262.64,0.1181,83874.0242,0.9839,0.0
1740790796315000,btc,1745568000000000,92000,call,49.11,48.75,49.43,0.044,84808.8,0.3706,1043.1
1740790796315000,btc,1745568000000000,78000,call,49.53,18.56,80.98,0.1207,84807.28,0.70209,0.6
1740790799336000,btc,1745568000000000,40000,call,89.45,,105.65,0.5296,84799.5,0.99016,1.4
1740790799701000,btc,1745568000000000,160000,call,73.92,73.48,75.07,0.0019,84804.83,0.01957,216.6
1740790799336000,btc,1745568000000000,118000,call,56.52,55.59,57.29,0.0075,84799.5,0.08198,184.9
1740790799659000,btc,1745568000000000,105000,call,51.71,51.18,52.2,0.0165,84799.5,0.16828,35.4
1740790795031000,btc,1742544000000000,95000,call,48.4,47.44,49.2,0.009,84204.535,0.15865,73.9
1740790796032000,btc,1742544000000000,87000,call,46.97,46.16,47.25,0.0302,84207.975,0.4055,48.2
1740790798034000,btc,1742544000000000,79000,call,49.64,45.54,53.21,0.0827,84204.15,0.72693,11.6
1740790797033000,btc,1742544000000000,65000,call,67.16,,138.93,0.2311,84206.525,0.95674,0.3
1740790799849000,btc,1741939200000000,92000,call,46.39,45.38,47.48,0.0075,84084.68,0.16556,113.6
1740790799722000,btc,1741939200000000,84000,call,46.94,46.66,47.98,0.0362,84084.68,0.52234,24.4
1740790799337000,btc,1741939200000000,76000,call,54.54,,118.33,0.1049,84079.38,0.84676,0.0
1740790795309000,btc,1741939200000000,108000,call,62.91,61.68,64.68,0.0009,84084.91,0.02144,309.3
1740790799337000,btc,1741939200000000,100000,call,53.03,53.27,53.78,0.002,84084.71,0.04821,943.9
1740790795875000,eth,1740902400000000,2750,call,131.2,,152.99,0.0001,2216.1112,0.0032,329.0
1740790799904000,eth,1740902400000000,2250,call,50.55,48.38,53.12,0.0059,2216.1533,0.31243,387.0
1740790798683000,eth,1740902400000000,2050,call,88.04,,117.9,0.0765,2216.1533,0.93501,156.0
1740790799739000,eth,1742544000000000,2350,call,61.68,60.71,61.83,0.0359,2226.355,0.38251,450.0
1740790797675000,eth,1742544000000000,1900,call,70.11,,130.96,0.1603,2226.315,0.85117,0.0
1740790797675000,eth,1740816000000000,2950,call,176.55,,411.11,0.0,2215.4759,0.0,96.0
1740790797675000,eth,1740816000000000,2625,call,158.35,,248.65,0.0,2215.4759,8e-05,1153.0
1740790795764000,eth,1740816000000000,2425,call,126.27,,152.9,0.0001,2215.4755,0.00597,596.0
1740790799819000,eth,1740816000000000,2225,call,52.78,49.45,54.99,0.0041,2215.4755,0.3897,868.0
1740790798682000,eth,1740816000000000,2000,call,161.69,,428.03,0.0975,2215.5159,0.98815,1.0
1740790799806000,eth,1740988800000000,2225,call,59.54,57.82,60.99,0.017,2216.7006,0.47782,310.0
1740790796669000,eth,1743148800000000,2500,call,62.12,61.8,62.34,0.0268,2229.56,0.27792,10008.0
1740790797675000,eth,1758873600000000,3400,call,65.54,65.0,66.14,0.0739,2311.34,0.29824,742.0
1740790795608000,eth,1740988800000000,2225,put,59.54,57.09,61.84,0.0208,2216.747,-0.522,171.0
1740790796207000,eth,1748592000000000,3500,put,66.41,,,0.5689,2255.9589,-0.87789,0.0
1740790799808000,eth,1748592000000000,2200,put,60.85,60.44,61.48,0.1068,2255.9989,-0.40735,112.0
1740790795875000,eth,1740902400000000,2750,put,131.2,,,0.241,2216.1112,-0.9968,0.0
1740790797675000,eth,1740902400000000,2450,put,77.19,,,0.1058,2216.1133,-0.9847,0.0
1740790795875000,eth,1740902400000000,2250,put,50.55,46.99,56.45,0.0212,2216.1112,-0.6878,101.0
1740790796704000,eth,1740902400000000,2050,put,88.05,83.57,89.11,0.0015,2216.1112,-0.06505,110.0
1740790798094000,eth,1743148800000000,1000,put,130.23,128.56,133.64,0.001,2229.59,-0.00755,6236.0
1740790797675000,eth,1742544000000000,2350,put,61.68,,116.28,0.0914,2226.315,-0.61754,5.0
1740790796669000,eth,1742544000000000,1900,put,70.11,68.77,70.61,0.0137,2226.315,-0.14883,440.0
1740790795764000,eth,1740816000000000,2950,put,176.55,,,0.3315,2215.4755,-1.0,0.0
1740790795764000,eth,1740816000000000,2625,put,158.35,,,0.1848,2215.4755,-0.99992,0.0
1740790799691000,eth,1740816000000000,2425,put,126.28,,248.72,0.0947,2215.5359,-0.99401,53.0
1740790799618000,eth,1740816000000000,2225,put,52.78,44.91,63.33,0.0083,2215.5159,-0.60983,592.0
1740790795764000,eth,1740816000000000,2000,put,161.69,,180.1,0.0002,2215.4755,-0.01186,1498.0
1740790798682000,eth,1758873600000000,2000,call,63.47,61.64,64.33,0.2523,2311.33,0.70586,234.0
1740790799952000,btc,1740988800000000,90000,put,41.09,,213.99,0.0732,83874.0242,-0.98419,0.0
1740790799856000,btc,1740988800000000,82000,put,48.38,46.52,50.33,0.0065,83879.4564,-0.27083,47.1
1740790798951000,btc,1740988800000000,74000,put,74.83,73.28,76.42,0.0003,83879.4564,-0.01605,39.2
1740790799745000,btc,1766736000000000,75000,put,56.22,55.76,56.92,0.1144,89565.15,-0.27325,260.1
1740790796315000,btc,1745568000000000,92000,put,49.11,46.14,51.93,0.1288,84807.28,-0.62944,221.0
1740790796315000,btc,1745568000000000,78000,put,49.53,49.25,49.99,0.0404,84807.28,-0.29791,119.5
1740790797323000,btc,1745568000000000,40000,put,89.45,87.41,91.33,0.0013,84804.89,-0.00983,44.0
1740790799336000,btc,1745568000000000,160000,put,73.92,,,0.8886,84799.5,-0.98044,0.0
1740790797323000,btc,1745568000000000,118000,put,56.52,,,0.3989,84804.89,-0.91798,0.0
1740790797323000,btc,1745568000000000,105000,put,51.71,,97.82,0.2546,84804.89,-0.83164,0.0
1740790797033000,btc,1742544000000000,95000,put,48.4,,110.04,0.1372,84206.525,-0.84131,0.0
1740790798034000,btc,1742544000000000,87000,put,46.97,45.4,48.14,0.0634,84204.15,-0.59466,5.7
1740790799599000,btc,1742544000000000,79000,put,49.64,49.17,50.44,0.0209,84204.445,-0.27306,24.5
1740790798034000,btc,1742544000000000,65000,put,67.16,66.36,68.19,0.003,84204.15,-0.04327,125.2
1740790795309000,btc,1741939200000000,92000,put,46.39,40.47,51.19,0.1016,84084.91,-0.83444,78.1
1740790799717000,btc,1741939200000000,84000,put,46.94,46.67,47.33,0.0352,84085.02,-0.47764,182.5
