ts_us,asset,expiry_us,strike,opt_type,mark_iv,bid_iv,ask_iv,mark_price,underlying_price,delta,open_interest
1785545993532000,eth,1786089600000000,2000,put,44.68,,59.38,0.0769,1862.99,-0.88108,380
1785545993532000,eth,1786089600000000,1600,put,65.79,64.21,66.21,0.0013,1862.99,-0.03554,21399
1785545997721000,eth,1785830400000000,1900,put,37.47,,81.14,0.0264,1862.92,-0.70404,0
1785545997721000,eth,1785830400000000,1600,put,72.15,68.64,75.39,0.0003,1862.92,-0.01207,1082
1785542397159000,eth,1785744000000000,1940,put,33.4,,193.52,0.0432,1860.87,-0.93894,1
1785542397792000,eth,1785744000000000,1740,put,49.92,48,51.99,0.0007,1860.87,-0.04434,0
1785545992918000,eth,1793347200000000,2200,put,50.95,,87.64,0.2189,1871.42,-0.69557,0
1785545993597000,eth,1793347200000000,1600,put,54.25,53.79,54.77,0.0432,1871.41,-0.23712,699
1785542397159000,eth,1785657600000000,1960,put,39.95,,273.04,0.0534,1860.74,-0.98383,0
1785542397159000,eth,1785657600000000,1750,put,51.01,48.97,54.77,0.0003,1860.74,-0.02245,308
1785545996735000,eth,1787904000000000,3800,put,81.4,,265.27,1.0389,1863.8,-0.999,0
1785545996735000,eth,1787904000000000,2250,put,48.56,,117.81,0.2123,1863.8,-0.9118,14
1785545997443000,eth,1787904000000000,1700,put,50.47,49.99,51.19,0.0199,1863.8,-0.231,8606
1785542397159000,eth,1806048000000000,800,put,72.62,71.88,73.36,0.0115,1895.42,-0.03871,789
1785542397159000,eth,1806048000000000,4500,put,59.98,,116.85,1.3849,1895.42,-0.93891,0
1785542397159000,eth,1806048000000000,3100,put,56.43,,93.67,0.6763,1895.42,-0.80335,99
1785542397159000,eth,1806048000000000,2000,put,55.86,55.09,56.49,0.212,1895.42,-0.45781,1515
1785545997155000,eth,1790323200000000,6400,put,92.12,,298.73,2.4275,1867.23,-0.99944,0
1785545997155000,eth,1790323200000000,4500,put,76.64,,222.58,1.4102,1867.23,-0.99744,6
1785545997155000,eth,1790323200000000,3000,put,57.43,,79.93,0.6084,1867.23,-0.97776,7566
1785545997155000,eth,1790323200000000,1950,put,49.3,48.15,50.1,0.1023,1867.23,-0.55176,0
1785545997155000,eth,1790323200000000,10000,put,105.8,,407.03,4.3555,1867.23,-0.99995,0
1785545997721000,eth,1813910400000000,4000,put,58.45,,99.32,1.1215,1915.61,-0.85339,0
1785545994923000,eth,1813910400000000,2500,put,56.78,34.64,84.54,0.4256,1915.62,-0.58908,5
1785545994923000,eth,1813910400000000,1400,put,60.05,59.47,60.59,0.087,1915.62,-0.20176,1714
1785545993085000,eth,1798185600000000,800,put,76.93,75.2,78.42,0.005,1879.73,-0.02289,5682
1785545997721000,eth,1798185600000000,4800,put,63.39,,148.07,1.5556,1879.71,-0.98364,77
1785545993085000,eth,1798185600000000,3200,put,55.82,,69.2,0.7156,1879.73,-0.90803,251
1785545993085000,eth,1798185600000000,2100,put,53.06,50.52,56.13,0.2073,1879.73,-0.5643,2977
1785542397159000,eth,1787299200000000,2400,put,52.64,,153.16,0.2902,1861.7,-0.97627,0
1785542397159000,eth,1787299200000000,1650,put,53.59,53.05,54.83,0.0108,1861.7,-0.15444,36
1785545997614000,eth,1785571200000000,1980,put,59.92,,612.93,0.0629,1862.86,-0.99984,0
1785545997614000,eth,1785571200000000,1760,put,70.86,,88.85,0,1862.86,-0.00222,167
1785545993232000,eth,1786694400000000,1880,put,45.78,45.06,47.03,0.0396,1863.68,-0.52237,130
1785545999827000,btc,1786089600000000,66000,put,30.92,,45.1,0.0512,62931.23,-0.87543,61
1785545999827000,btc,1786089600000000,55000,put,50.95,49.08,52.26,0.0005,62931.26,-0.02032,255.4
1785545999827000,btc,1785830400000000,64000,put,25.82,,126.4,0.0209,62902.6,-0.75585,0.1
1785545999827000,btc,1785830400000000,56000,put,53.23,54.17,57.29,0.0002,62902.6,-0.01004,3
1785545999827000,btc,1785744000000000,64500,put,22.06,,44.75,0.026,62899.48,-0.92349,12.1
1785545999827000,btc,1785744000000000,57000,put,55.47,51.41,59.52,0.0002,62899.48,-0.01183,12.6
1785542399368000,btc,1793347200000000,90000,put,37.9,,86.97,0.421,63459.43,-0.96069,0.1
1785542399368000,btc,1793347200000000,73000,put,35.73,,67.14,0.1737,63459.43,-0.75777,0
1785542399368000,btc,1793347200000000,62000,put,38,37.48,38.26,0.0635,63459.43,-0.41387,10
1785542399368000,btc,1793347200000000,48000,put,47.58,47.01,47.6,0.012,63459.43,-0.09715,105.1
1785545999827000,btc,1785657600000000,64500,put,22.77,,56.45,0.0257,62893.13,-0.96826,19
1785545999827000,btc,1785657600000000,57000,put,57.45,,68.42,0,62893.13,-0.00189,34
1785542399368000,btc,1787904000000000,95000,put,53.79,,167.43,0.5076,63019.54,-0.99668,0.3
1785542399368000,btc,1787904000000000,80000,put,37.44,,61.24,0.2698,63019.54,-0.98861,29.3
1785542399368000,btc,1787904000000000,69000,put,31.55,17.69,37.49,0.1017,63019.54,-0.84298,49.4
1785542399368000,btc,1787904000000000,58000,put,38.45,37.97,38.63,0.0124,63019.54,-0.20007,885
1785542399368000,btc,1806048000000000,92000,put,40.23,,68.27,0.4522,64539.08,-0.82395,0.3
1785542399368000,btc,1806048000000000,72000,put,40.56,37.95,42.84,0.2027,64538.83,-0.56789,139.1
1785542399368000,btc,1806048000000000,54000,put,44.4,44.03,44.81,0.0644,64539.08,-0.2492,58.7
1785542399368000,btc,1806048000000000,190000,put,51.23,,124.22,1.945,64539.08,-0.99196,0.9
1785542399368000,btc,1806048000000000,110000,put,41.38,,78.03,0.7145,64539.08,-0.92382,2
1785542399368000,btc,1790323200000000,88000,put,38.43,,103.03,0.3925,63235.86,-0.98356,5.7
1785542399368000,btc,1790323200000000,70000,put,33.37,26.73,37.08,0.1239,63235.86,-0.76336,1519.2
1785542399368000,btc,1790323200000000,52000,put,44.33,43.61,44.97,0.01,63235.86,-0.11127,1233.9
1785542399368000,btc,1790323200000000,170000,put,71.63,,234.03,1.6884,63235.93,-0.99967,0
1785542399368000,btc,1790323200000000,115000,put,54.46,,91.04,0.8188,63235.93,-0.99668,90.9
1785542399368000,btc,1813910400000000,82000,put,41.31,38.26,43.97,0.3321,65248.68,-0.65075,0.2
1785542399368000,btc,1813910400000000,60000,put,43.74,43.26,44.12,0.1207,65247.92,-0.34107,73.6
1785542399368000,btc,1813910400000000,120000,put,42.46,,75.73,0.8544,65248.68,-0.9052,0.1
1785542399368000,btc,1798185600000000,94000,put,39.53,,78.21,0.4796,63877.69,-0.92195,5.3
1785542399368000,btc,1798185600000000,75000,put,38.49,34.07,41.46,0.2144,63877.69,-0.7043,897.2
1785542399368000,btc,1798185600000000,56000,put,42.58,42.28,43,0.0506,63877.69,-0.26663,464.1
1785542399368000,btc,1798185600000000,200000,put,57.56,,164.16,2.1311,63877.65,-0.99841,0
1785542399368000,btc,1798185600000000,115000,put,43.52,,97.93,0.8025,63877.69,-0.97703,0.7
1785545999827000,btc,1787299200000000,75000,put,34.94,,113.23,0.1907,63019.39,-0.98084,0
1785545999827000,btc,1787299200000000,60000,put,36.22,35.41,36.69,0.0146,63019.39,-0.26841,510.2
1785542399368000,btc,1785571200000000,64000,put,24.47,,87.31,0.0187,62824.44,-0.99384,80.9
1785542399368000,btc,1785571200000000,56000,put,72.66,,154.68,0,62824.44,0,25.2
1785545999827000,btc,1786694400000000,67000,put,30.62,,94.63,0.0684,62976.48,-0.84863,0
1785545999827000,btc,1786694400000000,52000,put,50.95,49.77,51.81,0.0008,62976.48,-0.02178,55.6
1785545997473000,eth,1785744000000000,1940,put,33.06,,194.15,0.0423,1862.71,-0.93809,1
1785545996845000,eth,1806048000000000,800,put,72.75,72.01,73.49,0.0115,1898.61,-0.03864,789
1785545996845000,eth,1806048000000000,2000,put,55.72,54.04,57.79,0.2104,1898.61,-0.45667,1515
1785545997473000,eth,1785744000000000,1740,put,49.87,47.41,51.82,0.0007,1862.71,-0.04054,0
1785545996845000,eth,1806048000000000,3100,put,56.31,,93.46,0.6735,1898.61,-0.80314,99
1785545996845000,eth,1806048000000000,4500,put,60.01,,116.4,1.3809,1898.61,-0.93841,0
1785545995864000,eth,1785657600000000,1750,put,52.69,50.5,53.79,0.0003,1862.73,-0.02235,309
1785545997721000,eth,1785657600000000,1960,put,39.51,,276.6,0.0523,1862.94,-0.98418,0
1785545999827000,btc,1813910400000000,60000,put,43.74,43.25,44.26,0.1202,65310.4,-0.34022,73.6
1785545999827000,btc,1813910400000000,82000,put,41.25,38.54,44.23,0.3309,65310.6,-0.6503,0.2
1785545999827000,btc,1813910400000000,120000,put,42.39,,75.45,0.8526,65310.6,-0.90529,0.1
1785545999827000,btc,1787904000000000,58000,put,38.33,37.58,38.9,0.0121,63074.6,-0.1969,885
1785545997721000,eth,1787299200000000,1650,put,53.47,52.58,54.39,0.0105,1864.17,-0.15128,36
1785545997721000,eth,1787299200000000,2400,put,51.61,,152.57,0.2884,1864.17,-0.97806,0
1785545999827000,btc,1785571200000000,56000,put,72.66,,166.48,0,62879.75,0,25.2
1785545999827000,btc,1785571200000000,64000,put,24.47,,95.3,0.0178,62879.75,-0.9946,80.9
1785545999827000,btc,1806048000000000,190000,put,51.16,,124.03,1.9424,64596.5,-0.99201,0.9
1785545999827000,btc,1806048000000000,54000,put,44.39,43.94,44.73,0.0642,64596.5,-0.24839,58.7
1785545999827000,btc,1806048000000000,110000,put,41.26,,77.62,0.7129,64596.5,-0.92417,2
1785545999827000,btc,1806048000000000,72000,put,40.51,38.17,43.06,0.2019,64595.13,-0.5671,139.1
1785545999827000,btc,1793347200000000,48000,put,47.74,47.14,47.73,0.012,63521.63,-0.09702,105.1
1785545999827000,btc,1798185600000000,115000,put,43.09,,97.69,0.8007,63935.55,-0.97809,0.7
1785545999827000,btc,1787904000000000,80000,put,37.72,,62.45,0.2688,63074.6,-0.98787,29.3
1785545999827000,btc,1787904000000000,69000,put,31.5,21.11,37.89,0.1009,63074.6,-0.8412,49.4
1785545999827000,btc,1787904000000000,95000,put,53.73,,167.15,0.5063,63074.6,-0.99668,0.3
1785545999827000,btc,1798185600000000,200000,put,57.56,,163.33,2.1283,63935.63,-0.9984,0
1785545999827000,btc,1793347200000000,62000,put,37.91,37.47,38.25,0.0628,63521.63,-0.41182,10
1785545999827000,btc,1793347200000000,90000,put,37.68,,86.49,0.4196,63521.63,-0.96124,0.1
1785545999827000,btc,1793347200000000,73000,put,35.63,,67.06,0.1726,63521.63,-0.75685,0
1785545999827000,btc,1798185600000000,94000,put,39.42,,77.82,0.4782,63935.55,-0.92217,5.3
1785545999827000,btc,1798185600000000,75000,put,38.42,34.49,41.83,0.2134,63935.55,-0.70354,897.2
1785545999827000,btc,1806048000000000,92000,put,40.15,,67.95,0.4509,64596.5,-0.82398,0.3
1785545999827000,btc,1798185600000000,56000,put,42.6,42.18,42.91,0.0504,63935.55,-0.26559,464.1
1785545999827000,btc,1790323200000000,70000,put,33.19,30.75,35.74,0.1229,63292.98,-0.76272,1519.2
1785545999827000,btc,1790323200000000,115000,put,54.37,,93.19,0.8172,63292.9,-0.9967,90.9
1785545999827000,btc,1790323200000000,170000,put,71.63,,233.15,1.686,63292.9,-0.99967,0
1785545999827000,btc,1790323200000000,88000,put,38.49,,103.11,0.3912,63292.98,-0.9832,5.7
1785545999827000,btc,1790323200000000,52000,put,44.53,43.77,45.13,0.0101,63292.98,-0.11114,1233.9
1785545993532000,eth,1786089600000000,2050,call,46.48,45.82,47.66,0.0016,1862.99,0.06216,6984
1785545997721000,eth,1786089600000000,1700,call,55.87,,97.52,0.091,1862.98,0.90057,50
1785545992685000,eth,1785830400000000,1920,call,37.06,35.99,37.13,0.0039,1862.97,0.20065,81
1785545997721000,eth,1785830400000000,1700,call,57.31,,110.35,0.0885,1862.92,0.95626,0
1785545997473000,eth,1785744000000000,1960,call,35.07,33.75,36.96,0.0004,1862.71,0.0345,470
1785545997473000,eth,1785744000000000,1750,call,47.97,,201.14,0.0612,1862.71,0.95167,0
1785545992918000,eth,1793347200000000,2250,call,50.95,50.5,51.41,0.0377,1871.42,0.27413,0
1785545992918000,eth,1793347200000000,1700,call,52.96,52.21,53.64,0.1523,1871.41,0.69019,50
1785545995864000,eth,1785657600000000,1980,call,40.08,,44.61,0,1862.73,0.00541,837
1785545995864000,eth,1785657600000000,1760,call,49.6,,264.36,0.0554,1862.94,0.97389,0
1785545996739000,eth,1787904000000000,2300,call,49.16,48.68,49.53,0.0038,1863.81,0.06716,3883
1785545996735000,eth,1787904000000000,1750,call,49.2,44.26,54.84,0.0881,1863.8,0.70386,4228
1785545996735000,eth,1787904000000000,1000,call,87.26,,137.54,0.4637,1863.8,0.99682,50
1785545996845000,eth,1806048000000000,900,call,69.54,64.74,98.46,0.542,1898.61,0.94648,68
1785545996845000,eth,1806048000000000,4600,call,60.25,59.71,60.79,0.01,1898.61,0.05719,946
1785545996845000,eth,1806048000000000,3200,call,56.54,56.07,57.02,0.0365,1898.61,0.17951,1242
1785545996845000,eth,1806048000000000,2100,call,55.56,55.18,55.96,0.1382,1898.61,0.49959,482
1785545997155000,eth,1790323200000000,6500,call,92.12,,103.5,0,1867.23,0.00048,1337
1785545997155000,eth,1790323200000000,4600,call,78.31,73.59,83.13,0.0002,1867.23,0.00251,3405
