ts_us,asset,expiry_us,strike,opt_type,mark_iv,bid_iv,ask_iv,mark_price,underlying_price,delta,open_interest
1769907595537000,eth,1770364800000000,3450,call,104.04,100.54,107.76,0.0001,2450.43,0.00381,1528.0
1769907599564000,eth,1770192000000000,2500,put,75.91,73.89,79.32,0.0403,2450.5425,-0.59527,6.0
1769907596953000,eth,1770105600000000,2850,call,93.14,90.74,95.51,0.0006,2450.4281,0.02222,42.0
1769907596953000,eth,1770105600000000,2450,put,82.81,80.96,84.13,0.0261,2450.4281,-0.48585,20.0
1769907597202000,eth,1770019200000000,3050,call,129.81,,136.91,0.0001,2450.2675,0.00258,304.0
1769907599204000,eth,1770019200000000,2700,put,89.07,,125.23,0.1027,2450.165,-0.96454,725.0
1769907599204000,eth,1770019200000000,2350,call,99.37,90.51,107.15,0.0491,2450.165,0.76904,63.0
1769907599564000,eth,1774598400000000,7000,put,91.25,,154.34,1.8411,2463.95,-0.99737,0.0
1769907598558000,eth,1774598400000000,5000,call,76.0,74.38,77.76,0.0011,2464.02,0.01167,9437.0
1769907598558000,eth,1774598400000000,3400,put,59.75,49.31,67.9,0.3899,2464.02,-0.90008,3546.0
1769907599564000,eth,1774598400000000,2200,call,62.84,61.61,63.55,0.1546,2463.95,0.72197,9791.0
1769907597550000,eth,1772179200000000,3100,call,60.99,60.03,62.3,0.0064,2456.43,0.09016,5909.0
1769907593626000,eth,1782460800000000,2400,call,63.75,63.32,64.15,0.1735,2480.5,0.61146,72.0
1769907597550000,eth,1790323200000000,7200,call,67.96,67.12,68.96,0.0092,2504.04,0.04866,594.0
1769907597550000,eth,1790323200000000,5000,put,64.83,47.85,73.62,1.0278,2504.04,-0.85654,1.0
1769907597830000,eth,1790323200000000,3000,call,63.91,63.67,64.3,0.1373,2504.08,0.46245,399.0
1769907599564000,eth,1790323200000000,16000,put,79.29,,154.96,5.3905,2503.97,-0.99517,30.0
