ts_us,asset,expiry_us,strike,opt_type,mark_iv,bid_iv,ask_iv,mark_price,underlying_price,delta,open_interest
1777597197787000,eth,1778227200000000,2300,put,45.87,45.33,47.16,0.0363,2258.54,-0.59798,4679.0
1777597198138000,eth,1777795200000000,2425,put,45.58,,256.16,0.0741,2259.28,-0.97392,0.0
1777597197131000,eth,1777795200000000,2150,put,42.83,41.24,43.19,0.0011,2259.22,-0.06983,18.0
1777597198138000,eth,1777708800000000,2425,put,54.81,,339.02,0.0738,2259.28,-0.98441,10.0
1777597196894000,eth,1777708800000000,2150,put,49.57,48.59,51.99,0.0006,2259.12,-0.04517,389.0
1777597197533000,eth,1780041600000000,2350,put,53.04,52.66,54.03,0.0819,2260.37,-0.57516,1858.0
1777597195802000,eth,1780041600000000,1800,put,63.32,62.66,63.83,0.0073,2260.03,-0.08393,15094.0
1777597197131000,eth,1806048000000000,1700,put,65.43,64.69,66.16,0.1031,2317.1,-0.20924,234.0
1777597198138000,eth,1782460800000000,4200,put,66.67,,94.46,0.8573,2262.78,-0.98717,2110.0
1777597199145000,eth,1782460800000000,1600,put,67.68,66.73,68.52,0.01,2262.82,-0.07535,6230.0
1777597197620000,eth,1790323200000000,1800,put,63.1,62.77,63.58,0.0606,2278.53,-0.21519,3150.0
1777597198138000,eth,1798185600000000,3600,put,61.86,57.81,90.5,0.6289,2297.38,-0.74176,93.0
1777597196604000,eth,1778832000000000,2000,put,56.85,55.57,56.8,0.0075,2258.7967,-0.12758,13014.0
1777597198930000,btc,1778227200000000,66000,put,48.9,47.07,50.68,0.0004,76414.01,-0.01561,496.0
1777597199412000,btc,1777881600000000,71000,put,38.47,36.42,40.56,0.0003,76419.87,-0.02107,61.8
1777597199888000,btc,1777795200000000,75000,put,28.84,28.32,30.1,0.0027,76422.88,-0.20221,132.2
1777597198837000,btc,1785484800000000,89000,put,37.72,36.02,39.21,0.1846,76748.12,-0.75517,0.2
1777597199434000,btc,1785484800000000,78000,put,39.54,39.38,39.88,0.0878,76748.12,-0.4932,24.0
1777597199432000,btc,1785484800000000,67000,put,43.38,42.95,43.93,0.0327,76748.12,-0.23129,54.0
1777597199838000,btc,1785484800000000,105000,put,38.75,30.99,43.44,0.3731,76751.3615,-0.93575,0.0
1777597198212000,btc,1777708800000000,71000,put,52.35,,58.14,0.0001,76419.87,-0.00871,36.4
1777597198212000,btc,1780041600000000,84000,put,35.33,31.97,38.14,0.108,76466.2,-0.81759,34.1
1777597199392000,btc,1780041600000000,73000,put,39.16,38.55,39.56,0.0237,76466.45,-0.31559,530.2
1777597197774000,btc,1780041600000000,62000,put,49.39,48.64,49.92,0.0034,76451.05,-0.05565,349.1
