ts_us,asset,expiry_us,strike,opt_type,mark_iv,bid_iv,ask_iv,mark_price,underlying_price,delta,open_interest
1775005198001000,eth,1775289600000000,2250,put,66.74,,230.25,0.0704,2112.8929,-0.83156,0.0
1775005198927000,eth,1775289600000000,1950,put,77.5,76.77,80.21,0.0049,2112.8929,-0.1299,447.0
1775005199025000,eth,1775116800000000,2025,put,71.5,70.84,72.95,0.0035,2112.6676,-0.15441,729.0
1775005199390000,eth,1780041600000000,2600,put,69.05,58.63,113.76,0.2673,2119.54,-0.72656,78.0
1775005199390000,eth,1790323200000000,6200,put,75.62,,163.29,1.901,2142.65,-0.96016,0.0
1775005199390000,eth,1798185600000000,4400,put,70.17,,118.67,1.0816,2164.45,-0.81016,20.0
1775005199390000,eth,1798185600000000,2800,put,68.96,65.74,72.24,0.4375,2164.57,-0.55556,2280.0
1775005198343000,eth,1798185600000000,1600,put,71.98,71.51,72.32,0.1042,2164.14,-0.21244,3374.0
1775005199390000,eth,1798185600000000,10000,put,77.99,,183.6,3.6255,2164.57,-0.97468,0.0
1775005199985000,eth,1777017600000000,2100,put,69.82,68.99,70.49,0.0664,2115.84,-0.44797,5671.0
1775005199041000,eth,1776412800000000,1900,put,74.53,73.73,75.32,0.022,2114.87,-0.22387,1410.0
1775005199858000,eth,1775808000000000,2150,put,67.97,66.95,68.53,0.0527,2114.02,-0.54039,1365.0
1775005199929000,btc,1775289600000000,75000,put,52.95,,202.65,0.099,68278.6257,-0.96726,0.0
1775005198418000,btc,1775289600000000,67000,put,52.29,50.2,53.07,0.0117,68266.5214,-0.34385,8.9
1775005199929000,btc,1775203200000000,90000,put,84.8,,274.04,0.3182,68285.46,-0.99998,0.0
1775005198922000,btc,1775203200000000,70000,put,48.89,43.4,54.93,0.0315,68277.51,-0.73363,127.7
1775005199356000,btc,1775203200000000,60000,put,82.98,81.17,85.72,0.0006,68274.47,-0.02288,2977.0
1775005199825000,btc,1775116800000000,68000,put,50.12,47.76,52.02,0.01,68261.5337,-0.44289,32.7
1775005199929000,btc,1775116800000000,60000,put,91.39,,100.16,0.0001,68267.5653,-0.00816,84.3
1775005199929000,btc,1780041600000000,90000,put,46.03,,59.73,0.3208,68470.9,-0.91837,1.5
1775005198124000,btc,1780041600000000,76000,put,46.44,45.4,47.85,0.1451,68467.42,-0.68066,33.4
1775005199825000,btc,1780041600000000,64000,put,51.55,51.26,51.95,0.051,68470.48,-0.33332,118.3
