ts_us,asset,expiry_us,strike,opt_type,mark_iv,bid_iv,ask_iv,mark_price,underlying_price,delta,open_interest
1746061197921000,btc,1753430400000000,88000,call,47.82,47.18,48.64,0.1351,95844.3577,0.68616,6.4
1746061199460000,btc,1753430400000000,50000,call,68.39,57.86,74.78,0.4805,95844.3662,0.98356,0.0
1746061197921000,btc,1753430400000000,104000,call,48.36,47.94,48.74,0.0603,95844.3577,0.4081,191.7
1746061199293000,btc,1746086400000000,94000,call,26.88,15.85,30.48,0.0056,94405.9139,0.71598,29.2
1746061199880000,btc,1747382400000000,105000,call,43.49,43.33,44.47,0.0056,94598.3633,0.12981,393.7
1746061197474000,eth,1746777600000000,1950,call,61.85,60.95,62.11,0.0104,1798.98,0.20667,749.0
1746061199488000,eth,1751011200000000,1900,call,64.62,64.24,64.87,0.0816,1810.97,0.47629,3045.0
1746061197474000,eth,1766736000000000,2600,call,68.71,68.2,69.18,0.1086,1861.82,0.37369,2462.0
1746061198215000,eth,1747382400000000,1750,call,61.82,60.58,62.5,0.065,1800.36,0.61313,729.0
1746061195289000,btc,1746086400000000,99000,put,59.1,,,0.0487,94406.5975,-0.99771,0.0
1746061199334000,btc,1746086400000000,94000,put,26.88,24.24,29.47,0.0013,94405.9139,-0.28402,129.2
1746061198393000,eth,1747382400000000,1750,put,61.82,61.18,62.46,0.037,1800.36,-0.38687,898.0
1746061197921000,btc,1753430400000000,88000,put,47.82,47.38,48.26,0.0532,95844.3577,-0.31384,9.3
1746061196439000,btc,1753430400000000,50000,put,68.39,67.44,69.45,0.0022,95844.0269,-0.01644,10.0
1746061199460000,btc,1753430400000000,140000,put,54.34,,,0.4712,95844.3662,-0.90508,0.0
1746061196439000,btc,1753430400000000,104000,put,48.36,46.55,50.81,0.1454,95844.0269,-0.5919,0.0
1746061199460000,btc,1746777600000000,102000,call,41.3,40.55,41.92,0.0034,94488.28,0.11551,141.8
1746061199293000,btc,1746086400000000,94500,call,25.53,22.76,26.34,0.0024,94405.9139,0.44653,44.0
1746061197474000,eth,1746172800000000,1850,call,58.65,57.04,59.38,0.0041,1797.54,0.20982,3832.0
1746061198870000,eth,1753430400000000,2500,call,67.65,67.42,67.78,0.0333,1818.3954,0.209,1086.0
1746061198048000,eth,1753430400000000,1400,call,68.55,66.96,69.83,0.2654,1818.3785,0.83015,0.0
1746061198453000,btc,1751011200000000,105000,call,47.19,46.95,47.64,0.0379,95372.13,0.33692,3358.2
1746061197921000,btc,1753430400000000,90000,call,47.7,47.0,48.12,0.1227,95844.3577,0.65105,109.5
1746061199460000,btc,1753430400000000,60000,call,59.23,55.71,63.21,0.3788,95844.3662,0.96237,0.0
1746061197921000,btc,1753430400000000,106000,call,48.57,48.14,48.96,0.0543,95844.3577,0.37767,68.0
1746061198504000,btc,1747382400000000,98000,call,40.97,40.26,41.57,0.019,94598.3633,0.35222,57.0
1746061197876000,eth,1746259200000000,1800,call,59.02,57.28,60.44,0.018,1797.7571,0.49869,191.0
1746061198498000,btc,1746259200000000,99000,call,41.0,39.39,42.11,0.0011,94420.5614,0.0747,33.2
1746061197474000,eth,1766736000000000,1600,call,67.41,66.61,68.23,0.2777,1861.83,0.70904,1193.0
1746061194391000,btc,1746777600000000,94000,put,38.11,37.51,39.18,0.0204,94488.6,-0.45265,147.1
1746061199460000,btc,1746259200000000,92000,put,37.78,37.08,38.48,0.0032,94420.5471,-0.18876,98.4
1746061196439000,btc,1746259200000000,100000,put,43.34,,,0.0598,94420.2914,-0.951,0.0
1746061199297000,btc,1746086400000000,94500,put,25.53,21.89,30.83,0.0034,94405.9139,-0.55347,65.7
1746061198242000,eth,1746259200000000,2100,put,87.32,,,0.1684,1797.7457,-0.9865,0.0
1746061198242000,eth,1746259200000000,1825,put,59.43,56.23,66.12,0.0275,1797.7457,-0.61638,10.0
1746061198242000,eth,1746259200000000,1200,put,190.19,,197.82,0.0001,1797.7457,-0.00291,3.0
1746061196467000,eth,1758873600000000,2600,put,68.56,64.86,73.88,0.4788,1835.02,-0.71864,3466.0
1746061197855000,eth,1758873600000000,1600,put,66.85,66.47,67.38,0.1018,1834.99,-0.29645,2131.0
1746061196467000,eth,1766736000000000,2800,put,69.32,,111.44,0.5957,1861.86,-0.67235,957.0
1746061198048000,eth,1753430400000000,2500,put,67.65,,,0.4082,1818.3785,-0.79101,0.0
1746061198048000,eth,1753430400000000,1400,put,68.55,68.27,69.09,0.0353,1818.3785,-0.16985,1427.0
1746061198226000,eth,1746086400000000,2100,put,114.45,,,0.168,1797.9426,-1.0,0.0
1746061199227000,eth,1746086400000000,1825,put,50.31,,79.5,0.0162,1797.9003,-0.85193,264.0
1746061198226000,eth,1746086400000000,1600,put,127.09,,193.04,0.0,1797.9426,-0.00055,2116.0
1746061198226000,eth,1746086400000000,1100,put,202.48,,618.36,0.0,1797.9426,0.0,30.0
1746061198215000,eth,1747382400000000,1800,put,61.48,60.79,62.01,0.0501,1800.36,-0.47428,786.0
1746061198453000,btc,1758873600000000,90000,put,49.72,49.27,49.91,0.0891,96904.81,-0.34764,296.6
1746061193706000,btc,1753430400000000,90000,put,47.7,47.27,48.1,0.0618,95843.9885,-0.34895,94.2
1746061196541000,btc,1753430400000000,60000,put,59.23,58.98,59.48,0.0048,95844.0269,-0.03763,48.5
1746061199460000,btc,1753430400000000,150000,put,56.26,,,0.5721,95844.3662,-0.93462,0.0
1746061197921000,btc,1753430400000000,106000,put,48.57,47.07,50.33,0.1602,95844.3577,-0.62233,0.0
1746061198302000,eth,1751011200000000,1000,call,86.61,81.99,89.9,0.4521,1811.02,0.97143,505.0
1746061195289000,btc,1746086400000000,84000,put,75.4,,167.66,0.0,94406.5975,0.0,28.6
1746061195289000,btc,1746086400000000,100000,call,65.63,,89.21,0.0,94406.5975,0.00099,62.3
1746061195289000,btc,1746086400000000,99000,call,59.1,,83.61,0.0,94406.5975,0.00229,22.6
1746061198481000,eth,1751011200000000,1200,call,76.67,74.01,78.96,0.3473,1811.0,0.93407,56.0
1746061198481000,eth,1751011200000000,3200,put,77.74,72.86,84.37,0.7721,1810.96,-0.95489,1956.0
1746061199488000,eth,1751011200000000,9000,put,131.26,,183.04,3.9699,1810.96,-0.99762,75.0
1746061195289000,btc,1746086400000000,86000,put,70.3,,137.32,0.0,94406.5975,0.0,24.3
1746061198242000,eth,1746259200000000,1800,put,59.02,56.49,61.23,0.0193,1797.7457,-0.50136,71.0
1746061198481000,eth,1758873600000000,2500,put,68.11,64.79,72.55,0.4323,1834.98,-0.6898,1177.0
1746061197474000,eth,1758873600000000,1500,put,67.35,67.07,67.82,0.0796,1834.99,-0.24692,13303.0
1746061199488000,eth,1758873600000000,12000,put,101.21,,,5.5404,1834.94,-0.99518,0.0
1746061196201000,btc,1746259200000000,93000,call,36.54,30.84,41.86,0.0205,94420.2914,0.70468,0.0
1746061198599000,btc,1746259200000000,101000,call,44.94,42.6,46.39,0.0004,94420.5614,0.03046,6.8
1746061199293000,btc,1746086400000000,95000,call,27.38,24.63,28.4,0.0009,94405.9139,0.20994,127.8
1746061195289000,btc,1746086400000000,88000,call,67.98,,,0.0679,94406.5975,0.99988,0.0
1746061195289000,btc,1746086400000000,101000,call,65.79,,102.44,0.0,94406.5975,0.00015,20.2
1746061198242000,eth,1746259200000000,2150,call,96.75,92.93,97.72,0.0003,1797.7457,0.01084,115.0
1746061198242000,eth,1746259200000000,1850,call,60.36,57.75,61.5,0.0082,1797.7457,0.28258,63.0
1746061198242000,eth,1746259200000000,1650,call,75.73,,137.47,0.0842,1797.7457,0.92773,2.0
1746061198242000,eth,1746259200000000,1300,call,159.76,,,0.2771,1797.7457,0.99566,0.0
1746061197474000,eth,1748592000000000,2000,call,63.53,62.85,63.85,0.0332,1803.13,0.31355,12766.0
1746061197474000,eth,1751011200000000,5000,call,97.65,95.62,99.31,0.0009,1811.02,0.00752,11533.0
1746061197474000,eth,1751011200000000,3500,call,81.25,80.43,81.93,0.0033,1811.02,0.02966,3864.0
1746061198481000,eth,1751011200000000,2200,call,66.07,65.62,66.38,0.0381,1811.0,0.27012,15967.0
1746061198481000,eth,1751011200000000,1300,call,72.57,70.17,73.88,0.2971,1811.0,0.90266,65.0
1746061197474000,eth,1751011200000000,10000,call,136.9,133.54,137.88,0.0003,1811.0,0.00199,3625.0
1746061197474000,eth,1758873600000000,6500,call,87.83,87.24,88.36,0.0042,1834.99,0.02389,1069.0
1746061197474000,eth,1758873600000000,4200,call,77.39,76.78,77.88,0.014,1834.99,0.07606,1474.0
1746061197474000,eth,1758873600000000,2800,call,69.63,69.25,70.02,0.0492,1834.99,0.23261,6154.0
1746061197474000,eth,1758873600000000,1700,call,66.58,66.06,66.91,0.2012,1834.99,0.65256,1280.0
1746061198048000,eth,1753430400000000,3000,call,71.76,70.96,72.13,0.0147,1818.3785,0.10206,896.0
