ts_us,asset,expiry_us,strike,opt_type,mark_iv,bid_iv,ask_iv,mark_price,underlying_price,delta,open_interest
1738371597236000,btc,1743148800000000,94000,call,53.59,52.57,55.26,0.1373,104197.93,0.72512,10.0
1738371597286000,btc,1743148800000000,60000,call,74.47,56.59,84.72,0.4265,104197.93,0.97978,514.5
1738371597236000,btc,1743148800000000,180000,call,69.27,68.18,70.13,0.0028,104197.93,0.02919,2026.7
1738371597236000,btc,1743148800000000,130000,call,57.7,57.31,58.25,0.0214,104197.93,0.19139,4804.0
1738371597236000,btc,1743148800000000,106000,call,54.07,53.97,54.29,0.0761,104197.93,0.50947,62.6
1738371599251000,btc,1740729600000000,96000,call,50.77,47.16,53.74,0.0958,103265.92,0.72406,171.6
1738371596230000,btc,1740729600000000,80000,call,60.18,53.96,67.6,0.2291,103265.6,0.94881,10.8
1738371597236000,btc,1740729600000000,180000,call,77.76,75.61,79.85,0.0004,103266.61,0.00609,616.3
1738371596668000,btc,1740729600000000,124000,call,55.52,55.15,56.01,0.0092,103264.75,0.12938,526.7
1738371599269000,btc,1740729600000000,110000,call,52.19,51.42,52.89,0.0318,103265.92,0.3552,1825.5
1738371595324000,btc,1739520000000000,90000,call,53.21,,,0.1289,102823.02,0.91347,0.4
1738371597338000,btc,1739520000000000,150000,call,75.3,69.26,80.0,0.0002,102824.89,0.00529,132.7
1738371595222000,btc,1739520000000000,116000,call,51.47,50.06,52.7,0.0055,102823.02,0.11928,109.5
1738371598243000,btc,1739520000000000,108000,call,48.75,47.95,49.42,0.018,102824.87,0.31515,68.2
1738371597237000,btc,1739520000000000,100000,call,47.45,46.72,49.51,0.051,102824.89,0.63794,57.1
1738371599809000,eth,1739520000000000,3250,call,60.86,59.58,61.62,0.0585,3328.06,0.60351,631.0
1738371597237000,btc,1751011200000000,80000,call,57.36,55.58,58.79,0.2897,107017.26,0.83714,154.7
1738371596230000,btc,1751011200000000,40000,call,77.32,58.57,86.82,0.6286,107016.25,0.98794,32.5
1738371597237000,btc,1751011200000000,300000,call,76.52,75.69,76.65,0.0047,107017.26,0.02967,1709.6
1738371599352000,btc,1751011200000000,180000,call,62.82,62.23,63.69,0.0228,107016.38,0.13381,1798.8
1738371597237000,btc,1751011200000000,120000,call,57.67,57.32,57.92,0.1004,107017.26,0.44787,3582.8
1738371597236000,btc,1766736000000000,60000,call,60.76,57.64,62.84,0.4959,112667.71,0.91646,1.6
1738371597236000,btc,1766736000000000,240000,call,64.4,63.67,65.1,0.0448,112667.71,0.17549,50.4
1738371597338000,btc,1766736000000000,160000,call,60.74,60.15,61.27,0.1116,112667.71,0.37418,41.0
1738371597338000,btc,1766736000000000,105000,call,58.16,57.27,58.99,0.2456,112667.71,0.65674,55.3
1738371599251000,btc,1740124800000000,99000,call,48.76,45.55,52.48,0.0673,103045.75,0.65759,5.0
1738371597237000,btc,1738483200000000,106000,call,34.38,31.95,36.75,0.0004,102500.0355,0.05142,154.9
1738371597237000,btc,1738483200000000,116000,call,62.27,,82.69,0.0,102500.0355,0.00045,15.1
1738371599896000,eth,1743148800000000,3200,call,63.49,62.79,64.83,0.1226,3365.78,0.62853,7504.0
1738371595849000,btc,1738915200000000,111000,call,48.16,47.26,48.84,0.0034,102656.41,0.11424,349.3
1738371597586000,eth,1758873600000000,4000,call,67.21,66.46,67.86,0.1679,3538.31,0.51781,1251.0
1738371596229000,btc,1738396800000000,105000,call,43.81,,48.15,0.0001,102467.9079,0.0247,335.1
1738371599600000,eth,1758873600000000,6000,put,70.79,,,0.7654,3537.63,-0.73896,19.0
1738371598696000,eth,1758873600000000,4000,put,67.21,,,0.2984,3537.88,-0.48228,2042.0
1738371599703000,eth,1758873600000000,2600,put,66.07,65.26,66.81,0.0783,3537.63,-0.19922,2344.0
1738371599600000,eth,1758873600000000,12000,put,81.1,,,2.4057,3537.63,-0.93835,0.0
1738371599944000,eth,1740124800000000,3300,put,61.2,60.36,61.97,0.0524,3333.895,-0.44316,214.0
1738371597237000,btc,1738915200000000,95000,put,49.03,47.6,49.27,0.0034,102658.15,-0.10813,502.4
1738371596230000,btc,1738915200000000,125000,put,66.34,,,0.218,102657.33,-0.9867,0.0
1738371596230000,btc,1738915200000000,111000,put,48.16,40.48,54.66,0.0847,102657.33,-0.88573,6.2
1738371597237000,btc,1738915200000000,103000,put,44.79,43.46,45.37,0.0252,102658.15,-0.51082,338.4
1738371597237000,btc,1738483200000000,98000,put,43.98,43.01,46.58,0.0004,102500.0355,-0.0419,53.5
1738371597237000,btc,1738483200000000,116000,put,62.27,,,0.1317,102500.0355,-0.99955,0.0
1738371597237000,btc,1738483200000000,106000,put,34.38,,49.16,0.0346,102500.0355,-0.94858,134.7
1738371595222000,btc,1743148800000000,94000,put,53.59,53.24,54.01,0.0395,104196.44,-0.2749,58.3
1738371597236000,btc,1743148800000000,60000,put,74.47,74.02,75.57,0.0024,104197.93,-0.02022,1546.4
1738371599264000,btc,1743148800000000,180000,put,69.27,,80.09,0.7303,104197.09,-0.97081,13.0
1738371599264000,btc,1743148800000000,130000,put,57.7,54.26,60.43,0.269,104197.09,-0.80862,143.5
1738371596667000,btc,1743148800000000,106000,put,54.07,53.45,54.74,0.0935,104196.44,-0.49056,46.3
1738371599251000,btc,1740729600000000,96000,put,50.77,50.33,51.42,0.0254,103265.92,-0.27594,620.4
1738371598243000,btc,1740729600000000,80000,put,60.18,59.61,60.99,0.0038,103266.48,-0.05118,1720.0
1738371599269000,btc,1740729600000000,180000,put,77.76,,,0.7435,103265.92,-0.99391,0.0
1738371596230000,btc,1740729600000000,124000,put,55.52,,,0.21,103265.6,-0.8706,3.2
1738371599269000,btc,1740729600000000,110000,put,52.19,48.23,55.13,0.097,103265.92,-0.6448,84.4
1738371599251000,btc,1751011200000000,80000,put,57.36,57.17,57.81,0.0373,107016.38,-0.16286,376.5
1738371597237000,btc,1751011200000000,40000,put,77.32,75.67,78.24,0.0024,107017.26,-0.01206,314.1
1738371599352000,btc,1751011200000000,300000,put,76.52,,,1.808,107016.38,-0.97033,2.1
1738371598243000,btc,1751011200000000,180000,put,62.82,57.89,66.47,0.7048,107017.0,-0.86619,18.4
1738371597237000,btc,1751011200000000,120000,put,57.67,55.59,60.58,0.2217,107017.26,-0.55213,245.2
1738371597338000,btc,1766736000000000,60000,put,60.76,59.76,61.81,0.0284,112667.71,-0.08354,110.8
1738371598243000,btc,1766736000000000,240000,put,64.4,,,1.175,112667.6,-0.82451,0.1
1738371596229000,btc,1766736000000000,160000,put,60.74,,,0.5317,112666.78,-0.62583,101.0
