ts_us,asset,expiry_us,strike,opt_type,mark_iv,bid_iv,ask_iv,mark_price,underlying_price,delta,open_interest
1727744396250000,btc,1729238400000000,66000,call,47.07,46.46,47.66,0.026,63701.08,0.38406,150.0
1727744396250000,btc,1729843200000000,77000,call,52.88,52.37,53.51,0.0057,63778.73,0.09466,1484.4
1727744396250000,btc,1731052800000000,72000,call,57.4,56.7,57.6,0.0313,63967.984,0.29347,556.4
1727744398382000,btc,1729843200000000,61000,put,47.89,47.37,48.43,0.0295,63779.14,-0.33636,442.4
1727744398160000,btc,1729843200000000,60000,put,48.11,47.45,48.59,0.0241,63779.14,-0.28971,1893.8
1727744396541000,eth,1729238400000000,2700,call,53.81,53.2,54.95,0.0345,2625.54,0.42849,419.0
1727744396250000,btc,1729843200000000,63000,call,47.73,47.1,48.58,0.0551,63778.73,0.56408,550.4
1727744398160000,btc,1729843200000000,67000,call,48.48,47.68,48.7,0.0298,63779.14,0.37016,240.2
1727744396992000,eth,1727856000000000,2575,put,52.57,50.74,55.61,0.0059,2617.8495,-0.29343,86.0
1727744397284000,btc,1729238400000000,69000,call,48.14,47.42,48.9,0.014,63701.08,0.23877,93.0
1727744397257000,btc,1731052800000000,100000,put,67.91,,81.81,0.5654,63968.362,-0.97265,19.8
1727744396250000,btc,1729238400000000,71000,call,48.99,47.94,49.78,0.0091,63701.08,0.16751,78.3
1727744399271000,btc,1731052800000000,80000,call,60.0,59.41,60.76,0.0134,63968.858,0.14604,1037.6
1727744399312000,eth,1751011200000000,3800,put,70.42,68.64,72.09,0.5104,2753.65,-0.59097,114.0
1727744399534000,btc,1735286400000000,150000,put,73.85,,87.31,1.3241,64594.79,-0.98431,23.1
1727744399517000,btc,1729238400000000,82000,put,56.41,,70.94,0.2883,63701.01,-0.977,0.0
1727744395262000,btc,1729843200000000,72000,put,50.38,46.05,53.23,0.1419,63778.83,-0.80726,27.3
1727744399511000,btc,1729843200000000,82000,put,55.76,,63.03,0.2883,63781.38,-0.95301,2.0
1727744397257000,btc,1729238400000000,64000,put,46.62,45.53,47.83,0.0429,63701.46,-0.49814,72.1
1727744395243000,btc,1731052800000000,60000,put,56.07,55.73,56.59,0.0434,63968.044,-0.32873,563.3
1727744399516000,btc,1751011200000000,55000,call,60.12,57.59,61.38,0.29,67285.87,0.74171,32.6
1727744395243000,btc,1729238400000000,60000,call,47.4,45.23,49.45,0.0755,63701.17,0.73623,11.9
1727744399340000,eth,1727769600000000,2600,call,42.67,34.15,49.81,0.0088,2617.2484,0.71029,184.0
1727744399372000,btc,1728028800000000,65500,call,45.37,44.78,46.45,0.0062,63534.65,0.24648,20.9
1727744399442000,eth,1728633600000000,2200,call,67.26,47.48,77.45,0.1638,2622.63,0.94654,0.0
1727744399885000,eth,1728633600000000,2300,put,61.99,61.23,62.3,0.0048,2622.65,-0.09455,1075.0
1727744397364000,eth,1728633600000000,2500,call,55.12,53.12,57.49,0.0641,2622.6,0.71347,256.0
1727744398367000,eth,1728633600000000,2350,call,59.54,53.44,66.38,0.1105,2622.65,0.87447,0.0
1727744397364000,eth,1728633600000000,3200,put,59.99,,77.06,0.2212,2622.6,-0.97287,1.0
1727744397364000,eth,1728633600000000,2000,call,80.1,,98.8,0.2383,2622.6,0.98133,10.0
1727744398367000,eth,1728633600000000,3400,put,65.19,,90.54,0.2968,2622.65,-0.98974,1.0
1727744398367000,eth,1728633600000000,3100,put,57.82,,71.98,0.1839,2622.65,-0.95291,1.0
1727744398367000,eth,1728633600000000,1800,call,94.55,,118.21,0.314,2622.65,0.99286,0.0
1727744398367000,eth,1728633600000000,3000,put,56.07,44.32,64.96,0.1474,2622.65,-0.91629,2.0
1727744397667000,eth,1728633600000000,2850,put,54.23,49.69,58.43,0.096,2622.6,-0.80717,251.0
1727744398367000,eth,1728633600000000,2100,call,73.45,,87.39,0.2008,2622.65,0.96881,0.0
1727744398036000,eth,1727942400000000,2575,put,52.43,50.85,54.31,0.0095,2618.4398,-0.33598,2.0
1727744397364000,btc,1735286400000000,70000,put,57.73,56.96,58.25,0.1635,64592.52,-0.55709,426.2
1727744399377000,btc,1735286400000000,39000,call,67.75,63.55,72.07,0.4033,64595.26,0.95435,19.3
1727744397364000,btc,1735286400000000,20000,call,100.04,,119.55,0.6911,64592.52,0.99587,89.0
1727744398346000,btc,1735286400000000,110000,put,65.36,57.45,70.88,0.7112,64594.79,-0.93391,5.1
1727744395348000,btc,1735286400000000,100000,put,63.56,58.64,66.72,0.5621,64592.13,-0.89446,19.1
1727744397364000,btc,1735286400000000,38000,call,69.22,63.71,73.23,0.4181,64592.52,0.95877,38.6
1727744399527000,btc,1735286400000000,95000,call,62.41,61.89,62.84,0.018,64594.79,0.13324,3303.1
1727744398346000,btc,1735286400000000,140000,put,71.64,,84.56,1.1699,64594.79,-0.97895,11.5
1727744398346000,btc,1735286400000000,63000,call,56.75,56.34,57.13,0.1218,64594.79,0.5905,482.9
1727744397364000,btc,1735286400000000,56000,call,56.71,55.95,57.85,0.1827,64592.52,0.74325,135.1
1727744398350000,eth,1729843200000000,2800,put,56.03,54.79,57.9,0.0977,2628.55,-0.64239,6450.0
1727744396366000,eth,1729238400000000,2500,call,55.11,53.28,56.49,0.0744,2625.53,0.68026,0.0
1727744399410000,btc,1728028800000000,66000,call,45.79,44.82,46.35,0.0046,63534.15,0.19659,726.9
1727744399447000,eth,1735286400000000,4100,put,70.39,66.32,73.81,0.5647,2655.84,-0.86197,120.0
1727744396318000,eth,1727942400000000,2850,call,55.43,51.66,57.79,0.0005,2618.4398,0.02826,3.0
1727744397566000,eth,1727942400000000,2350,put,73.77,69.78,77.26,0.0007,2618.4398,-0.0301,1.0
1727744396119000,eth,1727942400000000,2675,call,51.0,48.38,52.0,0.0077,2618.4498,0.30554,13.0
1727744399340000,eth,1727942400000000,3200,put,72.13,,149.14,0.2221,2618.4528,-0.99975,0.0
1727744399340000,eth,1727942400000000,2950,put,65.39,,94.5,0.1268,2618.4528,-0.98854,0.0
1727744399818000,eth,1727942400000000,2600,call,51.59,49.96,53.18,0.02,2618.4028,0.57652,43.0
1727744397325000,eth,1727942400000000,2800,call,53.18,50.46,54.91,0.001,2618.4328,0.05821,12.0
1727744399340000,eth,1727942400000000,3150,put,72.13,,134.96,0.203,2618.4528,-0.99933,0.0
1727744397325000,eth,1727942400000000,2200,put,95.43,92.66,101.54,0.0003,2618.4328,-0.00966,0.0
1727744399340000,eth,1727942400000000,3100,put,72.13,,126.79,0.1839,2618.4528,-0.99828,0.0
1727744396318000,eth,1727942400000000,2300,put,80.19,75.47,83.8,0.0005,2618.4398,-0.01914,21.0
1727744399340000,eth,1727942400000000,2825,put,54.38,,72.67,0.0796,2618.4528,-0.95908,0.0
1727744399340000,eth,1727942400000000,2950,call,65.39,60.08,71.91,0.0002,2618.4528,0.01147,1.0
1727744399340000,eth,1727942400000000,2900,put,57.3,,84.77,0.1077,2618.4528,-0.98702,0.0
1727744399340000,eth,1727942400000000,2475,call,59.38,43.45,74.5,0.0574,2618.4528,0.88888,0.0
1727744399340000,eth,1727942400000000,2350,call,73.77,,100.06,0.1032,2618.4528,0.96992,0.0
1727744399340000,eth,1727942400000000,2200,call,95.43,,135.77,0.1601,2618.4528,0.99037,0.0
1727744399340000,eth,1727942400000000,3050,put,72.13,,118.18,0.1649,2618.4528,-0.99586,0.0
1727744398332000,eth,1727942400000000,2450,call,61.94,,74.29,0.0662,2618.4028,0.91605,0.0
1727744399340000,eth,1727942400000000,3000,put,71.16,,109.07,0.1459,2618.4528,-0.99144,0.0
1727744397325000,eth,1727942400000000,2625,call,51.18,49.68,52.84,0.015,2618.4328,0.48345,0.0
1727744395243000,btc,1731052800000000,63000,call,55.85,55.19,56.37,0.0793,63968.044,0.56936,216.0
1727744396250000,btc,1731052800000000,63000,put,55.85,55.29,56.47,0.0642,63967.984,-0.43064,196.7
1727744399440000,eth,1729843200000000,2300,put,59.31,58.42,59.94,0.0151,2628.53,-0.17127,28523.0
1727744398368000,eth,1728028800000000,3200,put,83.35,,127.2,0.222,2619.08,-0.99364,5.0
1727744398368000,eth,1728028800000000,2500,call,55.8,47.85,61.99,0.0509,2619.08,0.81711,7003.0
1727744398368000,eth,1728028800000000,3000,call,62.93,61.01,64.33,0.0003,2619.08,0.0125,9234.0
1727744398368000,eth,1728028800000000,2350,call,67.1,,85.61,0.1038,2619.08,0.95847,1241.0
1727744399441000,eth,1728028800000000,2800,put,52.85,37.21,66.72,0.0713,2619.06,-0.90423,706.0
1727744399951000,eth,1728028800000000,2550,call,53.5,50.74,56.88,0.0359,2619.08,0.70935,1162.0
1727744396413000,eth,1728028800000000,2250,put,78.08,75.25,82.0,0.0005,2618.98,-0.01855,1965.0
1727744398368000,eth,1728028800000000,2400,call,62.13,,76.34,0.0854,2619.08,0.9345,4549.0
1727744398368000,eth,1728028800000000,2100,put,103.03,100.44,104.32,0.0004,2619.08,-0.01059,2154.0
1727744399826000,eth,1751011200000000,3000,put,69.02,66.6,69.99,0.2907,2753.65,-0.43964,1421.0
1727744398368000,eth,1728028800000000,2450,call,58.21,43.97,70.56,0.0675,2619.08,0.89152,2047.0
1727744399441000,eth,1728028800000000,2350,put,67.1,64.59,70.42,0.0011,2619.06,-0.04154,1154.0
1727744396413000,eth,1728028800000000,2600,put,52.3,51.42,54.1,0.0163,2618.98,-0.432,5865.0
1727744396340000,eth,1732867200000000,3200,put,65.29,63.01,67.83,0.2495,2644.46,-0.72342,252.0
1727744396318000,eth,1732867200000000,1500,call,84.8,75.32,89.67,0.4379,2644.46,0.96637,1.0
1727744396240000,eth,1732867200000000,1800,call,72.96,68.98,77.05,0.3301,2644.5,0.9272,90.0
1727744398332000,eth,1732867200000000,4000,put,70.29,64.37,75.62,0.5237,2644.55,-0.90642,4.0
1727744397325000,eth,1732867200000000,2400,call,64.18,63.36,65.83,0.1512,2644.51,0.693,374.0
1727744396318000,eth,1732867200000000,2100,call,66.46,64.4,68.98,0.2315,2644.46,0.84003,116.0
1727744398403000,eth,1732867200000000,5000,put,77.76,,89.93,0.894,2644.55,-0.96964,10.0
1727744399441000,eth,1732867200000000,4500,put,74.09,55.71,82.26,0.7074,2644.53,-0.94853,2.0
1727744396318000,eth,1732867200000000,3500,put,66.98,63.19,70.69,0.3474,2644.46,-0.81683,3.0
1727744396318000,eth,1732867200000000,1000,call,107.16,,125.41,0.623,2644.46,0.9932,495.0
1727744398332000,eth,1727942400000000,2600,put,51.59,50.05,53.28,0.013,2618.4028,-0.42348,19.0
1727744399340000,eth,1732867200000000,2300,call,64.63,63.85,66.56,0.1755,2644.53,0.74733,458.0
1727744399411000,eth,1751011200000000,15000,put,90.0,,,4.4593,2753.63,-0.95373,0.0
1727744399411000,eth,1751011200000000,6000,put,74.62,71.18,77.74,1.2287,2753.63,-0.81451,76.0
