ts_us,asset,expiry_us,strike,opt_type,mark_iv,bid_iv,ask_iv,mark_price,underlying_price,delta,open_interest
1725152398416000,btc,1726214400000000,54000,put,49.6,48.33,50.64,0.0075,59032.03,-0.15283,318.1
1725152397968000,btc,1726214400000000,59000,call,44.72,44.05,45.41,0.033,59031.95,0.51899,206.3
1725152395824000,btc,1726819200000000,60000,put,46.32,43.64,49.66,0.0509,59088.58,-0.53605,136.2
1725152397967000,btc,1732867200000000,48000,put,60.21,59.53,60.67,0.0344,60100.7167,-0.18304,9.7
1725152396579000,eth,1729843200000000,2500,call,61.39,61.03,62.02,0.099,2526.31,0.56458,4021.0
1725152395832000,eth,1725609600000000,2400,put,56.38,55.24,57.86,0.0104,2507.13,-0.24912,9534.0
1725152396307000,eth,1727424000000000,2900,call,58.32,57.7,59.02,0.0165,2514.03,0.20209,9497.0
1725152394952000,btc,1732867200000000,68000,call,59.51,59.14,59.93,0.0697,60101.1811,0.39268,6.1
1725152395358000,eth,1726214400000000,2500,call,55.54,54.57,56.63,0.0422,2508.07,0.53291,891.0
1725152396958000,btc,1727424000000000,50000,put,53.85,52.76,54.76,0.008,59144.99,-0.1085,1776.2
1725152398015000,eth,1729843200000000,3000,call,61.34,60.9,62.07,0.0351,2526.25,0.27151,5741.0
1725152396041000,eth,1726214400000000,2650,call,54.27,53.3,54.85,0.0186,2508.1,0.30757,978.0
1725152395823000,eth,1725609600000000,2600,call,51.07,49.33,51.78,0.0107,2507.15,0.28751,4183.0
1725152397953000,eth,1727424000000000,1000,call,128.24,,163.84,0.6025,2513.97,0.99782,97.0
1725152398960000,eth,1726819200000000,2500,call,57.77,57.15,58.25,0.055,2511.075,0.5397,263.0
1725152396010000,eth,1743148800000000,4400,call,75.24,74.64,75.86,0.07,2611.98,0.26327,309.0
1725152397916000,btc,1729843200000000,56000,put,51.46,51.12,51.83,0.0505,59556.9,-0.34108,458.0
1725152395939000,eth,1726819200000000,2550,call,57.2,56.18,58.36,0.0454,2511.04,0.47953,162.0
1725152396046000,eth,1727424000000000,1600,put,89.01,87.25,90.11,0.0021,2514.05,-0.02216,3285.0
1725152399243000,eth,1725350400000000,2350,put,58.0,55.87,60.21,0.0016,2506.0075,-0.07757,43.0
1725152395825000,eth,1725609600000000,2650,call,51.07,48.49,51.58,0.0063,2507.12,0.19196,3941.0
1725152398960000,eth,1725609600000000,2700,call,51.08,50.92,52.15,0.0035,2507.04,0.12004,5215.0
1725152399558000,eth,1725609600000000,2500,call,52.31,50.19,53.32,0.0265,2507.04,0.53035,890.0
1725152395939000,eth,1725350400000000,2525,put,40.93,37.26,42.13,0.0171,2505.9918,-0.58582,9.0
1725152397042000,eth,1726214400000000,2600,call,54.27,53.22,55.37,0.0247,2508.1,0.37771,1130.0
1725152397182000,eth,1726214400000000,2200,put,65.02,64.53,65.86,0.0077,2508.08,-0.12342,3500.0
1725152395939000,eth,1743148800000000,3300,call,73.07,72.58,73.75,0.1355,2611.94,0.44131,913.0
1725152396945000,eth,1729843200000000,2800,call,60.97,60.47,61.49,0.0537,2526.31,0.37455,1805.0
1725152398960000,eth,1725609600000000,2350,put,59.83,58.11,61.33,0.007,2507.04,-0.17516,3993.0
1725152396311000,eth,1725609600000000,2600,put,51.07,45.49,55.29,0.0477,2507.15,-0.71249,3621.0
1725152395825000,eth,1725609600000000,2500,put,52.31,50.88,54.01,0.0237,2507.15,-0.46938,4767.0
1725152398450000,eth,1725609600000000,2450,put,54.25,53.24,55.48,0.0159,2507.13,-0.34992,4402.0
1725152397952000,eth,1725609600000000,2750,put,52.07,,66.32,0.0989,2507.08,-0.92558,678.0
1725152399878000,eth,1726214400000000,2550,call,54.84,53.96,56.02,0.0327,2507.99,0.45432,1282.0
1725152395720000,eth,1726214400000000,2800,call,54.66,52.73,56.29,0.0073,2508.07,0.14743,2396.0
1725152398016000,eth,1725609600000000,2700,put,51.08,41.34,62.04,0.0805,2507.08,-0.87991,2034.0
1725152396046000,eth,1727424000000000,3100,call,60.48,59.79,61.72,0.0084,2514.05,0.11324,9606.0
1725152399456000,eth,1727424000000000,2300,put,61.98,61.14,62.83,0.0297,2513.97,-0.26832,22298.0
1725152395943000,eth,1727424000000000,2300,call,61.98,60.42,64.37,0.1149,2514.05,0.73174,3648.0
1725152395628000,eth,1726214400000000,2750,call,54.28,53.26,55.26,0.01,2508.07,0.19086,2443.0
1725152398055000,eth,1726214400000000,2500,put,55.55,54.86,56.23,0.039,2508.03,-0.46715,3260.0
1725152397055000,eth,1727424000000000,2500,put,59.01,58.36,59.77,0.0602,2514.03,-0.45441,12724.0
1725152399064000,eth,1727424000000000,2100,put,67.01,65.9,67.6,0.0136,2513.94,-0.1378,8615.0
1725152397509000,eth,1726214400000000,2850,call,55.2,54.26,57.07,0.0053,2508.08,0.11294,979.0
1725152396046000,eth,1727424000000000,2200,call,64.13,60.57,68.01,0.1451,2514.05,0.80546,1354.0
1725152396951000,eth,1727424000000000,2400,put,60.28,59.38,60.88,0.0429,2514.03,-0.3565,17248.0
1725152399076000,btc,1729843200000000,57000,put,51.24,50.94,51.62,0.0574,59556.91,-0.37416,158.0
1725152396761000,btc,1729843200000000,58000,put,51.1,50.7,51.7,0.0651,59557.09,-0.40789,419.0
1725152399967000,eth,1726819200000000,2600,call,56.79,56.1,57.77,0.0371,2511.0,0.42016,223.0
1725152397953000,eth,1726819200000000,1800,put,82.95,81.55,83.36,0.0026,2511.075,-0.03281,226.0
1725152398860000,btc,1729843200000000,59000,put,50.94,50.42,51.73,0.0733,59557.28,-0.44193,341.6
1725152396770000,btc,1725350400000000,58500,put,34.75,32.6,35.89,0.0077,58934.132,-0.38886,13.6
1725152397965000,btc,1731052800000000,60000,put,57.68,56.6,58.05,0.1014,59774.5878,-0.45634,227.5
1725152397965000,btc,1729843200000000,40000,put,63.52,62.99,64.18,0.0044,59557.28,-0.04029,144.3
