ts_us,asset,expiry_us,strike,opt_type,mark_iv,bid_iv,ask_iv,mark_price,underlying_price,delta,open_interest
1759280398703000,eth,1759564800000000,4150,call,55.39,53.9,56.54,0.0211,4150.6829,0.51174,102.0
1759280396905000,eth,1759478400000000,4450,call,59.57,57.66,60.45,0.0015,4149.91,0.07275,1412.0
1759280399800000,eth,1759478400000000,4150,call,53.7,52.12,55.29,0.017,4150.21,0.50896,4288.0
1759280396608000,eth,1759392000000000,4275,call,53.14,51.4,52.72,0.003,4149.1591,0.17636,44.0
1759280399926000,eth,1759392000000000,4050,call,52.01,,209.42,0.0278,4149.5816,0.78831,19.0
1759280399926000,eth,1759392000000000,3700,call,76.74,,328.18,0.1085,4149.5816,0.99437,0.0
1759280398251000,eth,1764316800000000,5000,call,63.01,62.5,63.24,0.0387,4184.61,0.28058,8961.0
1759280398454000,eth,1764316800000000,4100,call,62.19,61.65,62.61,0.1083,4184.74,0.58183,674.0
1759280397112000,eth,1774598400000000,6200,call,65.36,65.21,65.63,0.0629,4269.96,0.2773,1584.0
1759280396905000,eth,1774598400000000,4600,call,63.52,63.4,63.76,0.1458,4270.09,0.52123,1595.0
1759280397440000,eth,1766736000000000,5600,call,65.02,64.68,65.36,0.036,4206.22,0.22746,1927.0
1759280398552000,eth,1790323200000000,4800,call,63.74,63.14,64.55,0.2153,4387.56,0.56912,150.0
1759280399482000,eth,1759305600000000,4200,call,46.35,41.27,48.28,0.0013,4149.1958,0.1782,494.0
1759280397266000,eth,1760688000000000,4500,call,59.63,58.91,60.3,0.021,4156.5067,0.28525,630.0
1759280399762000,eth,1760688000000000,4050,call,59.59,58.36,60.82,0.0635,4157.19,0.60659,379.0
1759280399762000,eth,1760688000000000,3400,call,68.02,,140.93,0.1869,4157.19,0.92934,0.0
1759280396499000,btc,1759564800000000,120000,call,34.12,32.75,35.17,0.001,114292.1743,0.06839,72.1
1759280399520000,btc,1759564800000000,111000,call,34.09,,43.38,0.032,114290.1557,0.82079,0.0
1759280398513000,btc,1761897600000000,155000,call,47.55,47.49,48.28,0.0008,114888.73,0.01709,777.8
1759280398513000,btc,1761897600000000,130000,call,36.46,36.34,37.15,0.0066,114889.86,0.13052,3067.7
1759280395492000,btc,1764316800000000,125000,call,37.18,36.75,37.1,0.0291,115532.38,0.32425,1631.7
1759280395492000,btc,1774598400000000,210000,call,48.27,47.61,48.78,0.0081,118432.67,0.06249,249.9
1759280395548000,btc,1774598400000000,140000,call,42.54,42.24,42.63,0.0573,118432.67,0.33872,786.6
1759280398513000,btc,1766736000000000,150000,call,42.14,41.82,42.32,0.0118,116191.87,0.12628,5950.9
1759280395492000,btc,1790323200000000,260000,call,47.55,46.56,48.46,0.016,122834.91,0.08796,32.2
1759280395492000,btc,1790323200000000,150000,call,44.12,43.69,44.6,0.1011,122836.09,0.40614,6.6
1759280399520000,btc,1790323200000000,105000,call,44.54,43.89,45.23,0.2447,122833.31,0.71767,0.0
1759280399389000,btc,1759305600000000,112000,call,31.14,,56.26,0.0197,114251.3952,0.98826,55.8
1759280399389000,btc,1759305600000000,102000,call,58.25,,218.94,0.1072,114251.3952,1.0,0.0
