ts_us,asset,expiry_us,strike,opt_type,mark_iv,bid_iv,ask_iv,mark_price,underlying_price,delta,open_interest
1764550799767000,eth,1764921600000000,4000,put,103.13,,,0.41,2837.07,-0.99872,1.0
1764550797109000,eth,1764921600000000,3300,call,78.6,78.5,80.49,0.0014,2837.65,0.04195,4976.0
1764550798488000,eth,1764921600000000,2650,put,87.39,86.91,88.46,0.0126,2836.93,-0.22162,7060.0
1764550799354000,eth,1764835200000000,3050,call,76.9,75.17,77.27,0.0064,2836.9952,0.16985,4.0
1764550798895000,eth,1764748800000000,3050,put,78.66,,,0.079,2837.0605,-0.87077,21.0
1764550799767000,eth,1769760000000000,5000,put,77.92,,,0.7587,2853.63,-0.9466,0.0
1764550799716000,eth,1769760000000000,3600,call,71.26,70.72,71.87,0.0387,2853.5,0.25538,4134.0
1764550799767000,eth,1769760000000000,2200,put,77.22,76.98,77.98,0.0313,2853.63,-0.16212,5750.0
1764550799406000,eth,1764662400000000,3150,call,86.63,82.25,91.53,0.0004,2837.1257,0.02253,826.0
1764550798184000,eth,1774598400000000,7500,call,82.74,81.56,84.12,0.0054,2870.99,0.03418,3058.0
1764550799767000,eth,1774598400000000,5000,put,74.87,64.42,80.83,0.7659,2870.41,-0.86475,992.0
1764550799767000,eth,1774598400000000,3000,call,71.36,70.87,71.98,0.1417,2870.41,0.53657,2396.0
1764550798180000,eth,1774598400000000,1000,put,95.18,93.59,97.3,0.0029,2870.99,-0.01282,5939.0
1764550799549000,eth,1772179200000000,3100,call,71.13,70.75,71.77,0.1067,2861.825,0.47862,600.0
1764550799767000,eth,1782460800000000,6200,put,75.74,,,1.1711,2902.18,-0.8519,18.0
1764550799767000,eth,1782460800000000,4200,call,72.0,71.71,72.62,0.0943,2902.05,0.34089,460.0
1764550799767000,eth,1782460800000000,2000,put,74.11,73.55,74.85,0.0686,2902.18,-0.17211,11421.0
1764550797753000,eth,1782460800000000,11000,call,84.1,83.91,85.5,0.0076,2901.93,0.03709,1058.0
1764550797753000,eth,1766736000000000,6200,call,103.48,95.73,101.61,0.0002,2841.14,0.00318,4423.0
1764550799767000,eth,1766736000000000,4800,put,86.23,,111.92,0.6905,2841.42,-0.98597,3653.0
1764550796803000,eth,1766736000000000,3600,call,73.27,72.3,74.11,0.0115,2842.48,0.12955,13377.0
1764550799847000,eth,1766736000000000,2200,put,83.79,83.21,85.33,0.0117,2841.28,-0.10203,14220.0
1764550799767000,eth,1790323200000000,7000,put,75.69,,,1.434,2935.47,-0.82328,0.0
1764550796746000,eth,1790323200000000,5000,call,72.78,72.51,73.44,0.0984,2936.07,0.31556,1333.0
1764550799767000,eth,1790323200000000,2800,put,71.66,71.0,72.35,0.2257,2935.47,-0.34574,670.0
1764550798760000,eth,1790323200000000,16000,call,84.29,83.31,86.27,0.0076,2935.34,0.03255,1779.0
1764550799406000,eth,1764576000000000,3200,put,105.13,,,0.1279,2837.191,-0.99997,0.0
1764550798961000,eth,1766131200000000,3800,call,78.29,78.01,79.16,0.0041,2840.7,0.05793,1823.0
