ts_us,asset,expiry_us,strike,opt_type,mark_iv,bid_iv,ask_iv,mark_price,underlying_price,delta,open_interest
1719795598985000,btc,1721980800000000,67000,call,43.27,42.84,43.37,0.0234,63341.66,0.33141,1561.6
1719795597978000,btc,1721980800000000,72000,call,44.86,44.23,45.83,0.0089,63341.52,0.15248,858.5
1719795599992000,btc,1721980800000000,70000,call,44.21,43.24,44.56,0.0132,63342.55,0.21171,1156.2
1719795595569000,eth,1721376000000000,3500,call,54.21,53.52,54.64,0.0426,3456.22,0.48283,555.0
1719795598986000,btc,1725004800000000,69000,call,47.8,47.25,47.89,0.0474,64015.79,0.38637,172.8
1719795595964000,btc,1721980800000000,74000,call,45.89,44.66,45.7,0.0061,63339.98,0.10987,1502.1
1719795597773000,eth,1727424000000000,2200,call,64.54,59.74,68.73,0.3837,3526.93,0.95008,1399.0
1719795596206000,eth,1721980800000000,2000,call,86.85,,108.81,0.4227,3461.43,0.99402,552.0
1719795598277000,eth,1751011200000000,11000,put,80.38,74.26,84.4,1.9537,3794.61,-0.82411,44.0
1719795597946000,eth,1735286400000000,3500,call,67.36,66.53,68.21,0.2007,3621.51,0.62109,19518.0
1719795598276000,eth,1735286400000000,2500,call,67.08,65.04,68.67,0.3568,3621.54,0.84694,132.0
1719795597055000,eth,1751011200000000,7500,put,77.09,74.41,79.85,1.0823,3794.63,-0.69317,0.0
1719795597313000,btc,1719993600000000,61500,put,42.97,41.42,44.62,0.0051,62912.6556,-0.24699,11.4
1719795595256000,eth,1751011200000000,5500,put,75.05,73.04,76.6,0.6219,3794.42,-0.54925,30.0
1719795598276000,eth,1735286400000000,2000,call,68.2,64.67,71.15,0.4657,3621.54,0.93073,78.0
1719795598277000,eth,1725004800000000,3700,call,60.06,59.51,60.44,0.0739,3499.76,0.45783,993.0
1719795598276000,eth,1735286400000000,1600,call,71.08,63.54,76.79,0.565,3621.54,0.97055,31.0
1719795594247000,eth,1720166400000000,3800,put,61.15,,74.46,0.1055,3443.82,-0.92662,482.0
1719795599848000,eth,1735286400000000,5000,call,70.81,70.39,71.16,0.0891,3621.55,0.34395,33828.0
1719795598276000,eth,1735286400000000,20000,put,94.88,,128.71,4.525,3621.54,-0.98736,0.0
1719795599716000,eth,1720771200000000,3500,put,52.48,51.68,53.11,0.0446,3451.26,-0.54212,543.0
1719795595303000,eth,1727424000000000,1500,call,77.23,,92.15,0.5757,3526.76,0.99267,65.0
1719795598277000,eth,1719907200000000,3275,put,48.57,46.34,51.71,0.0005,3440.0793,-0.04303,51.0
1719795596228000,eth,1719907200000000,3575,call,48.51,45.93,50.04,0.0012,3439.9344,0.09338,19.0
1719795598277000,eth,1735286400000000,4500,put,69.62,67.81,73.27,0.358,3621.54,-0.57968,227.0
1719795596206000,eth,1727424000000000,1300,call,84.64,,102.09,0.6321,3526.76,0.99541,0.0
1719795595256000,eth,1727424000000000,2000,put,66.87,66.19,67.7,0.0042,3526.76,-0.02943,4365.0
1719795596203000,eth,1725004800000000,3300,call,58.78,57.68,59.66,0.1237,3499.68,0.64258,500.0
1719795595304000,eth,1727424000000000,1600,call,74.06,,87.37,0.5476,3526.76,0.99066,1015.0
1719795596229000,eth,1719993600000000,3525,call,47.97,45.46,49.3,0.0061,3441.2229,0.26965,218.0
1719795597767000,eth,1727424000000000,2000,call,66.87,58.94,73.13,0.4371,3526.96,0.97058,809.0
1719795595254000,eth,1721980800000000,4000,put,60.47,53.42,66.32,0.1725,3461.43,-0.79642,732.0
1719795598275000,eth,1727424000000000,3200,call,61.47,60.46,62.46,0.1668,3526.96,0.68188,6359.0
1719795599902000,eth,1735286400000000,3200,put,66.96,66.38,67.59,0.1224,3621.55,-0.30912,1357.0
1719795598275000,eth,1721980800000000,4400,call,65.62,64.95,66.06,0.0073,3461.55,0.0964,3145.0
1719795598276000,eth,1727424000000000,12000,put,91.57,,126.34,2.4032,3526.96,-0.99368,0.0
1719795595196000,eth,1727424000000000,1400,call,80.57,,97.05,0.6039,3526.78,0.99429,1.0
1719795595254000,eth,1720771200000000,3850,put,57.82,45.69,64.96,0.1233,3451.01,-0.84733,0.0
1719795598276000,eth,1735286400000000,3000,call,66.98,65.39,68.02,0.2686,3621.54,0.73755,3493.0
1719795598276000,eth,1735286400000000,4400,put,69.39,67.51,72.94,0.3367,3621.54,-0.56245,178.0
1719795595256000,eth,1727424000000000,4600,put,66.0,62.39,68.74,0.3471,3526.76,-0.74415,305.0
1719795595254000,eth,1727424000000000,4500,put,65.52,62.23,68.33,0.3228,3526.76,-0.72414,732.0
1719795598275000,eth,1735286400000000,15000,put,89.98,,111.68,3.1471,3621.54,-0.9737,32.0
1719795595254000,eth,1721980800000000,3900,put,59.24,53.24,64.17,0.1478,3461.43,-0.75395,3418.0
1719795598275000,eth,1720771200000000,3800,put,56.92,47.53,63.16,0.1105,3451.18,-0.81904,172.0
1719795594249000,eth,1743148800000000,5500,put,73.89,71.09,77.49,0.6066,3706.95,-0.61889,31.0
1719795596205000,eth,1727424000000000,600,call,126.09,,165.28,0.83,3526.76,0.99923,0.0
1719795598070000,eth,1721980800000000,4500,call,67.03,65.59,68.13,0.0061,3461.54,0.08097,27225.0
1719795596205000,eth,1721980800000000,1500,call,117.3,,153.58,0.5669,3461.43,0.9979,133.0
1719795599735000,eth,1721980800000000,3300,call,54.98,53.71,56.81,0.0827,3461.61,0.65642,1855.0
1719795598276000,eth,1725004800000000,1500,call,83.95,,106.2,0.5719,3499.76,0.99602,245.0
1719795595587000,eth,1719907200000000,3350,put,43.45,41.78,45.38,0.002,3439.9344,-0.14964,320.0
1719795594247000,eth,1720166400000000,3900,put,66.1,,90.25,0.1337,3443.82,-0.95542,257.0
1719795594247000,eth,1720166400000000,3750,put,58.5,,73.61,0.0917,3443.82,-0.90507,64.0
1719795597269000,eth,1743148800000000,15000,put,86.21,,,3.0627,3707.06,-0.93489,35.0
1719795595255000,eth,1725004800000000,4600,put,64.5,59.27,69.15,0.3373,3499.68,-0.81908,0.0
1719795599874000,eth,1735286400000000,2800,put,66.98,66.2,67.41,0.0746,3621.54,-0.21688,1842.0
1719795595256000,eth,1735286400000000,4600,put,69.86,67.94,73.46,0.3797,3621.33,-0.59629,90.0
1719795597269000,eth,1719993600000000,3425,put,45.77,45.19,46.79,0.0122,3441.3576,-0.44057,14.0
1719795594248000,eth,1727424000000000,200,call,151.45,,276.87,0.9433,3526.78,0.99999,0.0
1719795596205000,eth,1727424000000000,3000,call,61.48,60.02,62.6,0.2013,3526.76,0.75369,5930.0
1719795595254000,eth,1720166400000000,3400,call,47.29,45.33,48.94,0.0273,3443.8,0.60844,2715.0
1719795598275000,eth,1721980800000000,5000,call,74.2,73.22,75.1,0.0027,3461.55,0.03713,28908.0
1719795595190000,eth,1719907200000000,3425,call,42.1,40.84,45.13,0.0123,3439.9544,0.57396,548.0
1719795598276000,eth,1727424000000000,15000,put,97.0,,150.9,3.2533,3526.96,-0.99741,1.0
1719795595254000,eth,1720771200000000,3900,put,58.87,43.5,66.31,0.1365,3451.01,-0.87065,131.0
1719795595255000,eth,1725004800000000,4500,put,63.9,59.12,68.36,0.3118,3499.68,-0.79903,0.0
1719795598277000,eth,1751011200000000,10000,put,79.16,74.6,83.06,1.6992,3794.61,-0.79858,0.0
1719795598276000,eth,1727424000000000,1000,call,99.04,,122.36,0.7169,3526.96,0.99768,0.0
1719795595186000,eth,1727424000000000,4300,call,64.81,64.31,65.16,0.0569,3526.76,0.32186,5251.0
1719795595256000,eth,1719993600000000,3325,put,46.79,45.37,47.85,0.0035,3441.2229,-0.17226,17.0
1719795595256000,eth,1743148800000000,5000,put,73.13,,98.31,0.4953,3706.92,-0.56391,110.0
1719795598278000,eth,1719993600000000,3675,call,54.78,51.97,56.86,0.0013,3441.3562,0.06791,1.0
1719795595302000,eth,1720771200000000,3450,call,51.97,51.12,53.26,0.0366,3451.01,0.5195,1802.0
1719795596232000,eth,1721980800000000,3900,call,59.24,58.49,59.7,0.0211,3461.43,0.24605,9416.0
1719795595992000,eth,1719907200000000,3400,put,41.82,41.21,43.56,0.0051,3439.9344,-0.31498,146.0
1719795596230000,eth,1719993600000000,3550,call,49.01,47.14,49.74,0.0047,3441.2229,0.21714,45.0
1719795595087000,eth,1719820800000000,3450,call,37.42,34.79,39.44,0.0028,3438.6659,0.37988,470.0
1719795598984000,btc,1720771200000000,62000,call,41.05,38.91,41.87,0.0379,63082.14,0.60863,390.7
1719795598984000,btc,1720771200000000,60000,put,41.95,40.75,41.67,0.0107,63082.14,-0.23705,238.3
1719795598277000,eth,1719993600000000,3900,call,69.12,,77.46,0.0002,3441.3562,0.012,1.0
1719795595504000,eth,1721376000000000,3500,put,54.21,52.77,54.45,0.0553,3456.22,-0.51717,115.0
1719795595470000,eth,1720771200000000,3700,call,55.15,54.43,56.21,0.0139,3451.01,0.25153,1511.0
1719795595078000,btc,1719820800000000,63000,call,33.79,30.64,36.12,0.0027,62850.6631,0.40375,85.0
1719795595002000,btc,1719993600000000,62500,call,41.05,39.55,44.41,0.0165,62911.0816,0.5862,16.7
1719795597979000,btc,1719907200000000,62500,call,39.67,36.43,42.99,0.0127,62882.4835,0.60656,47.0
