ts_us,asset,expiry_us,strike,opt_type,mark_iv,bid_iv,ask_iv,mark_price,underlying_price,delta,open_interest
1748739595228000,eth,1748937600000000,2375,call,69.35,,,0.0637,2527.4002,0.87682,0.0
1748739595228000,eth,1748937600000000,2050,call,118.48,,,0.1893,2527.4002,0.9886,0.0
1748739599911000,btc,1774598400000000,190000,call,52.59,51.85,53.3,0.0393,110721.23,0.18517,493.5
1748739599911000,btc,1774598400000000,125000,call,50.07,49.49,50.6,0.1331,110721.23,0.4837,8.9
1748739598904000,btc,1751011200000000,40000,call,120.68,,155.44,0.6192,105017.29,0.99916,81.9
1748739599911000,btc,1750406400000000,114000,call,43.42,43.07,43.81,0.0117,104876.025,0.21598,88.5
1748739598224000,btc,1748851200000000,106000,call,30.68,29.98,31.66,0.0023,104518.5106,0.22301,73.5
1748739596920000,eth,1774598400000000,3500,put,66.95,,,0.4662,2645.19,-0.56306,8.0
1748739596920000,eth,1751011200000000,1700,put,89.82,88.68,90.96,0.0039,2537.13,-0.03741,5569.0
1748739597927000,eth,1766736000000000,1400,put,72.78,71.72,73.51,0.0252,2611.6,-0.07943,1139.0
1748739596920000,eth,1753430400000000,1700,put,78.73,77.97,78.96,0.0104,2550.01,-0.06849,1305.0
1748739595191000,eth,1750406400000000,3400,put,84.51,,,0.3481,2534.14,-0.92156,0.0
1748739595191000,eth,1750406400000000,2700,put,70.73,65.95,75.67,0.1047,2534.14,-0.62117,223.0
1748739597927000,eth,1750406400000000,2300,put,70.83,69.71,71.77,0.0263,2534.2,-0.24923,650.0
1748739599911000,btc,1750406400000000,98000,put,43.82,43.75,44.46,0.0146,104876.025,-0.2347,71.5
1748739596921000,eth,1749196800000000,2100,call,91.06,,999.0,0.1713,2528.38,0.95976,12.0
1748739596628000,eth,1748764800000000,2050,put,122.74,,321.68,0.0,2526.7804,0.0,1.0
1748739595246000,eth,1748764800000000,3050,put,95.54,,,0.2071,2526.7804,-1.0,1.0
1748739599250000,eth,1748764800000000,2600,put,55.94,,122.41,0.0292,2526.8115,-0.96388,271.0
1748739599225000,btc,1748851200000000,106000,put,30.68,27.78,38.63,0.0165,104518.3334,-0.77701,28.7
1748739596222000,btc,1748851200000000,98000,put,52.7,47.1,57.92,0.0002,104517.3604,-0.01924,61.2
1748739596646000,eth,1748851200000000,1600,put,131.9,,308.46,0.0,2527.0903,0.0,3.0
1748739596643000,eth,1748851200000000,2425,put,64.58,62.86,66.68,0.0027,2527.0903,-0.1373,155.0
1748739596921000,eth,1749196800000000,2550,put,68.78,67.48,69.57,0.0376,2528.38,-0.52449,4893.0
1748739596921000,eth,1749196800000000,2200,call,82.04,58.81,96.54,0.1332,2528.4,0.92756,248.0
1748739596921000,eth,1748937600000000,2850,call,79.23,77.05,82.49,0.0007,2527.4046,0.02992,6.0
1748739597927000,eth,1748937600000000,2600,call,60.38,59.27,61.13,0.0083,2527.4646,0.28519,559.0
1748739595228000,eth,1748937600000000,2400,call,66.56,,,0.0548,2527.4002,0.84305,0.0
1748739595228000,eth,1748937600000000,2100,call,111.76,,,0.1696,2527.4002,0.98367,0.0
1748739595228000,eth,1748937600000000,1500,call,141.02,,,0.4065,2527.4002,1.0,0.0
1748739595239000,eth,1748851200000000,2850,call,73.4,,80.64,0.0,2527.0903,0.00315,44.0
1748739597927000,eth,1748851200000000,2650,call,58.23,56.18,59.39,0.0014,2527.1528,0.08803,176.0
1748739597549000,eth,1748851200000000,2450,call,61.0,51.74,70.34,0.0344,2527.0928,0.80838,0.0
1748739595239000,eth,1748851200000000,2200,call,95.91,,,0.1296,2527.0903,0.99302,0.0
1748739595239000,eth,1748851200000000,1700,call,131.9,,,0.3273,2527.0903,1.0,0.0
1748739597927000,eth,1750406400000000,3600,call,88.96,87.88,89.89,0.0043,2534.2,0.05324,497.0
1748739599195000,eth,1750406400000000,2750,call,71.33,70.36,72.14,0.0338,2534.175,0.33854,193.0
1748739597927000,eth,1750406400000000,2350,call,70.14,67.71,72.15,0.1049,2534.2,0.70836,0.0
1748739596921000,eth,1748764800000000,3100,call,103.61,,271.15,0.0,2526.781,0.0,291.0
1748739596627000,eth,1748764800000000,2825,call,85.94,,158.88,0.0,2526.7804,0.0,200.0
1748739596619000,eth,1748764800000000,2625,call,56.48,,69.57,0.0,2526.7804,0.00864,548.0
1748739595246000,eth,1748764800000000,2425,call,74.12,,,0.0405,2526.7804,0.97574,1.0
1748739595246000,eth,1748764800000000,2100,call,114.32,,,0.1689,2526.7804,1.0,11.0
1748739596222000,btc,1748851200000000,99000,call,50.59,,124.31,0.0532,104517.3604,0.9654,0.0
1748739598224000,btc,1748851200000000,118000,call,54.31,,81.27,0.0,104518.5106,9e-05,0.0
1748739595221000,btc,1748851200000000,107000,call,33.53,32.8,34.46,0.0012,104517.0879,0.1216,295.9
1748739597897000,btc,1756454400000000,116000,call,47.34,46.87,47.66,0.0589,106426.2778,0.40097,0.1
1748739599911000,btc,1756454400000000,100000,call,47.09,46.66,47.75,0.1233,106427.5733,0.64949,1.2
1748739599911000,btc,1774598400000000,130000,call,50.23,49.72,50.7,0.1203,110721.34,0.45007,106.6
1748739599911000,btc,1753430400000000,120000,call,47.2,46.76,47.54,0.0276,105602.03,0.27056,3146.0
1748739599911000,btc,1750406400000000,135000,call,51.39,49.53,52.46,0.0008,104876.025,0.01884,28.4
1748739595883000,btc,1750406400000000,115000,call,43.57,43.34,44.13,0.0101,104874.625,0.19211,628.2
1748739596921000,eth,1756454400000000,3400,put,69.14,,,0.3707,2564.5778,-0.74331,0.0
1748739597927000,eth,1756454400000000,2500,call,66.79,66.26,67.3,0.1425,2564.6322,0.59578,1.0
1748739594926000,eth,1756454400000000,2600,call,66.9,66.64,67.41,0.1255,2564.4922,0.5493,1.0
1748739595228000,eth,1748937600000000,2850,put,79.23,,,0.1284,2527.4002,-0.97009,0.0
1748739595228000,eth,1748937600000000,2600,put,60.38,44.5,132.94,0.037,2527.4002,-0.71499,0.0
1748739596921000,eth,1748937600000000,2400,put,66.56,65.82,67.39,0.0044,2527.4046,-0.15694,16.0
1748739595228000,eth,1748937600000000,2100,put,111.76,107.23,116.48,0.0005,2527.4002,-0.01633,50.0
1748739595228000,eth,1748937600000000,1500,put,141.02,,261.38,0.0,2527.4002,0.0,0.0
1748739595239000,eth,1748851200000000,2850,put,73.4,,,0.1278,2527.0903,-0.99685,0.0
1748739595239000,eth,1748851200000000,2650,put,58.23,,146.14,0.05,2527.0903,-0.91208,11.0
1748739596642000,eth,1748851200000000,2450,put,61.0,59.11,62.81,0.0039,2527.0903,-0.19163,3719.0
1748739594765000,eth,1748851200000000,2200,put,95.91,92.8,100.91,0.0001,2527.0103,-0.00699,163.0
1748739596644000,eth,1748851200000000,1700,put,131.9,,271.03,0.0,2527.0903,0.0,0.0
1748739596921000,eth,1756454400000000,3500,put,69.61,,,0.4045,2564.5778,-0.76763,0.0
1748739596921000,eth,1756454400000000,2600,put,66.9,66.22,67.5,0.1393,2564.5778,-0.45066,111.0
1748739596920000,eth,1751011200000000,1800,put,84.54,83.06,86.54,0.0054,2537.15,-0.05195,13462.0
1748739597927000,eth,1766736000000000,1500,put,71.44,70.6,72.14,0.0316,2611.6,-0.09726,1295.0
1748739596920000,eth,1753430400000000,1800,put,75.7,75.12,76.71,0.0139,2549.99,-0.09028,2556.0
1748739595191000,eth,1750406400000000,3600,put,88.96,,,0.4249,2534.14,-0.94677,0.0
1748739595191000,eth,1750406400000000,2750,put,71.33,66.54,76.65,0.119,2534.14,-0.66149,105.0
1748739595913000,eth,1750406400000000,2350,put,70.14,69.21,71.11,0.0322,2534.14,-0.29169,60.0
1748739595246000,eth,1748764800000000,3100,put,103.61,,,0.2269,2526.7804,-1.0,0.0
1748739595246000,eth,1748764800000000,2825,put,85.94,,,0.118,2526.7804,-1.0,0.0
1748739599250000,eth,1748764800000000,2625,put,56.48,,140.55,0.0389,2526.8115,-0.99134,514.0
1748739595246000,eth,1748764800000000,2425,put,74.12,67.14,79.9,0.0002,2526.7804,-0.02426,257.0
1748739596626000,eth,1748764800000000,2100,put,114.32,,274.22,0.0,2526.7804,0.0,126.0
1748739595221000,btc,1748851200000000,99000,put,50.59,47.79,52.34,0.0004,104517.0879,-0.0346,10.2
1748739597223000,btc,1748851200000000,118000,put,54.31,,202.48,0.129,104517.6229,-0.99991,0.0
1748739598224000,btc,1748851200000000,107000,put,33.53,,87.59,0.0249,104518.5106,-0.87826,0.1
1748739599911000,btc,1774598400000000,90000,put,49.76,49.26,50.31,0.0844,110721.34,-0.24663,106.4
1748739599911000,btc,1753430400000000,120000,put,47.2,44.49,48.05,0.1639,105601.95,-0.72944,6.0
1748739596890000,btc,1750406400000000,99000,put,43.54,43.48,44.14,0.017,104874.345,-0.26568,3.8
1748739596351000,btc,1748764800000000,96000,put,62.77,,126.32,0.0,104500.9555,0.0,45.3
1748739598353000,btc,1748764800000000,120000,put,59.43,,459.11,0.1483,104502.1208,-1.0,0.0
1748739598353000,btc,1748764800000000,110000,put,44.21,,266.32,0.0526,104502.1208,-0.99998,0.8
1748739597352000,btc,1748764800000000,104000,put,24.11,21.01,26.75,0.001,104501.2237,-0.23918,238.1
1748739599911000,btc,1749801600000000,120000,put,44.08,,75.46,0.1474,104734.47,-0.94968,0.6
1748739599911000,btc,1749196800000000,105000,call,38.83,38.28,39.32,0.0168,104583.82,0.47545,551.0
1748739599911000,btc,1751011200000000,115000,call,45.6,44.99,46.17,0.017,105017.36,0.24802,4225.9
1748739597927000,eth,1748937600000000,2900,call,84.55,81.14,86.21,0.0005,2527.4646,0.02175,112.0
1748739596921000,eth,1748937600000000,2625,call,61.12,60.62,62.71,0.0061,2527.4046,0.22418,66.0
1748739597927000,eth,1748937600000000,2425,call,64.62,,136.23,0.0465,2527.4646,0.79781,0.0
1748739595228000,eth,1748937600000000,2150,call,104.58,,,0.1501,2527.4002,0.97687,0.0
1748739595228000,eth,1748937600000000,1600,call,141.02,,,0.3669,2527.4002,0.99998,0.0
1748739597927000,eth,1748851200000000,2900,call,82.42,,90.81,0.0,2527.1528,0.0027,4.0
1748739597927000,eth,1748851200000000,2675,call,61.45,58.99,63.17,0.001,2527.1528,0.06214,196.0
1748739597927000,eth,1748851200000000,2475,call,58.28,48.16,63.76,0.0264,2527.1528,0.73197,16.0
1748739595239000,eth,1748851200000000,2250,call,91.91,,,0.11,2527.0903,0.98429,0.0
1748739595239000,eth,1748851200000000,1800,call,131.9,,,0.2877,2527.0903,0.99999,0.0
1748739597927000,eth,1756454400000000,3600,call,70.05,69.51,70.56,0.0353,2564.6322,0.21024,224.0
1748739598949000,eth,1756454400000000,2700,call,67.05,66.85,67.36,0.1104,2564.6322,0.50427,126.0
1748739595914000,eth,1756454400000000,1000,call,100.07,87.86,107.38,0.6134,2564.5778,0.98424,0.0
1748739596920000,eth,1766736000000000,7000,call,74.46,73.61,75.56,0.0144,2611.63,0.07056,1919.0
1748739594961000,eth,1750406400000000,2800,call,72.04,71.18,73.05,0.0292,2534.05,0.3016,1770.0
1748739597927000,eth,1750406400000000,2400,call,69.71,67.69,71.26,0.0922,2534.2,0.66262,423.0
