snap_ts,asset,expiry_ms,strike,opt_type,mark_iv,mark_price,bid,ask,underlying_price,open_interest
1783495489,btc,1785484800000,104000.0,put,62.11,0.65604201,0.6,0.7165,62807.69,0.0
1783495489,btc,1806048000000,96000.0,put,41.19,0.51650538,0.456,0.594,64432.09,1.5
1783495489,btc,1787904000000,64000.0,put,37.13,0.06439813,0.0635,0.065,62965.0,293.0
1783495489,btc,1790323200000,115000.0,put,49.2,0.82104119,0.8125,0.8365,63171.89,90.3
1783495489,btc,1813910400000,74000.0,call,43.1,0.11874223,0.117,0.1205,65114.01,11.7
1783495489,btc,1813910400000,68000.0,call,43.89,0.15309251,0.1515,0.1545,65114.01,1.0
1783495489,btc,1783756800000,64500.0,call,34.3,0.00314869,0.0031,0.0033,62693.42,17.6
1783495489,btc,1790323200000,75000.0,call,36.05,0.01451952,0.0135,0.0145,63171.89,2565.8
1783495489,btc,1784275200000,54000.0,call,56.22,0.14055636,0.136,0.173,62720.33,0.1
1783495489,btc,1785484800000,105000.0,put,63.13,0.67196491,0.6155,0.7335,62808.87,1.1
1783495489,btc,1787904000000,83000.0,put,37.19,0.31960485,0.2745,0.371,62965.0,0.0
1783495489,btc,1806048000000,65000.0,put,43.38,0.15068523,0.149,0.152,64432.09,636.4
1783495489,btc,1785484800000,66000.0,call,34.24,0.01540636,0.015,0.0155,62808.87,2152.7
1783495489,btc,1784880000000,73000.0,put,35.34,0.16381172,0.125,0.2075,62763.87,0.0
1783495489,btc,1798185600000,210000.0,call,60.23,0.00039894,0.0003,0.0007,63796.47,151.0
1783495489,btc,1798185600000,92000.0,call,40.09,0.01369247,0.013,0.014,63796.47,253.1
1783495489,btc,1783670400000,55000.0,put,73.25,0.00013828,0.0001,0.0002,62698.78,1071.0
1783495489,btc,1790323200000,240000.0,put,74.86,2.7995548,2.671,2.9375,63171.89,0.0
1783495489,btc,1806048000000,90000.0,call,41.19,0.03666112,0.0355,0.0375,64432.09,523.5
1783495489,btc,1783670400000,62500.0,call,39.39,0.0133358,0.013,0.0135,62704.8,87.7
1783495489,btc,1790323200000,95000.0,put,40.26,0.50517522,0.4985,0.516,63171.89,147.7
1783495489,btc,1798185600000,86000.0,call,40.08,0.02200704,0.021,0.022,63796.47,286.9
1783495489,btc,1784275200000,67000.0,put,33.53,0.07097913,0.066,0.092,62720.33,0.0
1783495489,btc,1813910400000,90000.0,put,42.12,0.44182415,0.436,0.526,65114.01,0.2
1783495489,btc,1783670400000,62000.0,call,40.74,0.01841762,0.018,0.0195,62698.78,532.5
1783495489,btc,1785484800000,50000.0,put,55.42,0.00263538,0.0024,0.0028,62808.87,3052.3
1783495489,btc,1806048000000,160000.0,put,47.46,1.48599786,1.401,1.585,64425.8,0.0
1783495489,btc,1798185600000,74000.0,call,40.39,0.05499773,0.054,0.056,63790.45,64.3
1783495489,btc,1785484800000,73000.0,put,34.43,0.16393611,0.159,0.171,62808.87,97.7
1783495489,btc,1790323200000,58000.0,put,41.84,0.04048739,0.04,0.041,63171.89,543.1
1783495489,btc,1798185600000,54000.0,call,46.23,0.20806257,0.206,0.21,63790.45,33.1
1783495489,btc,1798185600000,200000.0,call,59.02,0.00047134,0.0003,0.0007,63790.45,950.6
1783495489,btc,1784880000000,68000.0,put,33.48,0.08812735,0.083,0.1005,62763.87,0.0
1783495489,btc,1784880000000,62000.0,put,37.84,0.02576692,0.0255,0.026,62763.87,50.7
1783495489,btc,1783756800000,61000.0,call,42.09,0.03237295,0.0285,0.065,62693.42,0.0
1783495489,btc,1785484800000,46000.0,put,61.68,0.00109414,0.001,0.0012,62808.87,1330.6
1783495489,btc,1785484800000,61000.0,call,38.76,0.05430376,0.0535,0.0555,62808.87,965.4
1783495489,btc,1790323200000,320000.0,call,85.42,4.35e-06,,0.0001,63171.89,251.6
1783495489,btc,1813910400000,72000.0,put,43.32,0.23516477,0.229,0.238,65114.01,1.0
1783495489,btc,1798185600000,45000.0,call,52.32,0.32038856,0.318,0.3225,63796.47,54.2
1783495489,btc,1813910400000,70000.0,call,43.58,0.14072873,0.1395,0.142,65107.99,163.0
1783495489,btc,1783497600000,61000.0,call,57.77,0.02691699,0.013,0.0595,62693.42,0.0
1783495489,btc,1798185600000,68000.0,put,41.41,0.15202926,0.149,0.153,63796.47,300.6
1783495489,btc,1785484800000,87000.0,call,47.86,0.00014421,,0.0002,62807.69,370.8
1783495489,btc,1806048000000,98000.0,put,41.2,0.54480761,0.4845,0.6225,64432.09,0.2
1783495489,btc,1798185600000,115000.0,put,42.72,0.80589826,0.744,0.8795,63796.47,0.6
1783495489,btc,1783584000000,61000.0,put,46.29,0.00161506,0.0015,0.0018,62693.42,58.3
1783495489,btc,1787904000000,100000.0,put,46.97,0.58848515,0.5345,0.6475,62965.0,0.1
1783495489,btc,1785484800000,94000.0,call,51.58,4.027e-05,,0.0002,62808.87,892.6
1783495489,btc,1813910400000,78000.0,put,42.77,0.29816596,0.291,0.3115,65107.99,0.3
1783495489,btc,1790323200000,84000.0,call,36.48,0.0037516,0.0035,0.004,63165.73,705.9
1783495489,btc,1784275200000,69000.0,call,33.91,0.0008187,0.0007,0.001,62726.5,0.7
1783495489,btc,1798185600000,102000.0,put,40.69,0.60552566,0.559,0.668,63796.47,7.7
1783495489,btc,1785484800000,61000.0,put,38.76,0.0256169,0.025,0.026,62808.87,554.3
1783495489,btc,1813910400000,120000.0,call,42.41,0.01753112,0.0165,0.0185,65107.99,36.2
1783495489,btc,1790323200000,165000.0,call,66.66,0.00013456,,0.0002,63171.89,183.5
1783495489,btc,1787904000000,98000.0,put,45.76,0.55675772,0.504,0.6155,62965.0,0.0
1783495489,btc,1790323200000,65000.0,put,38.01,0.08695167,0.086,0.0875,63171.89,702.1
1783495489,btc,1785484800000,58000.0,call,42.52,0.09002986,0.0865,0.093,62808.87,115.4
1783495489,btc,1806048000000,170000.0,put,48.92,1.64082116,1.55,1.7455,64432.09,0.1
1783495489,btc,1785484800000,62000.0,call,37.69,0.04423552,0.0435,0.0445,62807.69,1543.2
1783495489,btc,1790323200000,160000.0,put,64.73,1.53316354,1.4475,1.6265,63171.89,0.6
1783495489,btc,1783756800000,64000.0,put,34.92,0.02573662,0.0225,0.0285,62693.42,1.3
1783495489,btc,1783756800000,70000.0,put,45.63,0.1164542,0.111,0.1575,62693.42,0.0
1783495489,btc,1790323200000,80000.0,put,35.7,0.27302511,0.268,0.2805,63171.89,613.0
1783495489,btc,1783497600000,61000.0,put,57.77,0.0,,0.0001,62693.42,129.1
1783495489,btc,1784275200000,57000.0,put,48.77,0.0037189,0.0036,0.0039,62726.5,199.7
1783495489,btc,1783756800000,58000.0,put,51.82,0.0009311,0.0009,0.001,62693.42,5.9
1783495489,btc,1790323200000,180000.0,call,72.04,0.00013681,,0.0002,63171.89,739.8
1783495489,btc,1806048000000,90000.0,put,41.19,0.43362242,0.375,0.51,64425.8,14.0
1783495489,btc,1806048000000,54000.0,put,46.59,0.0765574,0.0755,0.078,64432.09,45.9
1783495489,btc,1787904000000,90000.0,call,41.6,0.00068553,0.0005,0.0009,62965.0,31.9
1783495489,btc,1783756800000,62500.0,put,38.39,0.01236986,0.012,0.0125,62693.42,12.9
1783495489,btc,1783670400000,73000.0,put,60.58,0.16430707,0.125,0.207,62704.8,0.2
1783495489,btc,1783584000000,58000.0,call,63.82,0.07492069,0.0695,0.1075,62693.42,0.0
1783495489,btc,1785484800000,80000.0,call,41.02,0.00036732,0.0003,0.0004,62807.69,6923.4
1783495489,btc,1806048000000,60000.0,put,44.58,0.11255336,0.1115,0.1135,64432.09,605.1
1783495489,btc,1785484800000,60000.0,call,40.13,0.06555404,0.063,0.0675,62808.87,1202.9
1783495489,btc,1783756800000,61500.0,put,40.81,0.00704162,0.0065,0.0075,62693.42,10.3
1783495489,btc,1798185600000,65000.0,call,41.98,0.10575069,0.105,0.107,63796.47,672.5
1783495489,btc,1785484800000,56000.0,call,45.58,0.11727481,0.1125,0.12,62808.87,39.4
1783495489,btc,1787904000000,53000.0,call,46.45,0.17170248,0.168,0.175,62965.0,5.9
1783495489,btc,1798185600000,190000.0,call,57.16,0.00050796,0.0003,0.0008,63796.47,989.4
1783495489,btc,1790323200000,105000.0,put,44.47,0.66291023,0.654,0.677,63165.73,104.6
1783495489,btc,1785484800000,60000.0,put,40.13,0.02094401,0.0205,0.021,62808.87,2001.7
1783495489,btc,1783756800000,56000.0,call,59.43,0.10722059,0.102,0.139,62693.42,0.0
1783495489,btc,1798185600000,230000.0,put,63.51,2.60592676,2.484,2.7405,63796.47,0.0
1783495489,btc,1790323200000,72000.0,call,36.08,0.02227676,0.022,0.0225,63171.89,2221.8
1783495489,btc,1790323200000,130000.0,put,55.55,1.0583743,0.9885,1.135,63171.89,21.4
1783495489,btc,1783497600000,66000.0,call,41.12,0.0,,0.0002,62693.42,87.4
1783495489,btc,1790323200000,70000.0,put,36.22,0.13760817,0.135,0.143,63165.73,1529.2
1783495489,btc,1783497600000,70000.0,put,55.34,0.11665263,0.08,0.157,62693.42,0.0
1783495489,btc,1806048000000,150000.0,call,46.05,0.00311098,0.0029,0.0034,64432.09,1897.5
1783495489,btc,1798185600000,45000.0,put,52.32,0.02582629,0.025,0.0265,63796.47,2821.3
1783495489,btc,1784275200000,48000.0,call,71.52,0.23498178,0.207,0.263,62720.33,0.0
1783495489,btc,1783584000000,59000.0,put,56.8,0.00023772,0.0002,0.0003,62693.42,265.1
1783495489,btc,1783497600000,65500.0,call,41.01,0.0,,0.0001,62693.42,55.3
1783495489,btc,1783670400000,60000.0,call,47.56,0.04482028,0.0415,0.048,62698.78,608.3
1783495489,btc,1813910400000,60000.0,call,45.44,0.21166492,0.2075,0.214,65107.99,936.3
1783495489,btc,1785484800000,55000.0,put,47.08,0.0072647,0.007,0.0075,62808.87,697.3
1783495489,btc,1784275200000,66000.0,call,33.54,0.00480013,0.0046,0.0047,62726.5,1419.1
1783495489,btc,1785484800000,45000.0,call,63.48,0.28435147,0.2575,0.312,62807.69,0.0
1783495489,btc,1784880000000,66000.0,put,33.82,0.06185597,0.034,0.0765,62763.87,4.2
1783495489,btc,1790323200000,220000.0,call,72.81,1.735e-05,,0.0002,63165.73,232.5
1783495489,btc,1783670400000,54000.0,call,77.11,0.138813,0.107,0.1685,62704.8,0.0
1783495489,btc,1806048000000,106000.0,call,41.39,0.01548607,0.0145,0.016,64432.09,51.6
1783495489,btc,1787904000000,80000.0,call,35.98,0.00227089,0.002,0.0025,62965.0,564.1
1783495489,btc,1790323200000,100000.0,call,43.01,0.00092988,0.0008,0.0009,63171.89,3287.2
1783495489,btc,1806048000000,98000.0,call,41.2,0.02367198,0.023,0.0245,64432.09,81.0
1783495489,btc,1785484800000,92000.0,call,51.02,6.364e-05,,0.0002,62808.87,454.7
1783495489,btc,1790323200000,60000.0,put,40.59,0.05098302,0.0505,0.0515,63165.73,3998.3
1783495489,btc,1798185600000,72000.0,put,40.65,0.19269183,0.189,0.1965,63790.45,335.4
1783495489,btc,1806048000000,56000.0,call,45.88,0.21828983,0.2165,0.2195,64432.09,16.9
1783495489,btc,1783670400000,62500.0,put,39.39,0.01016903,0.0095,0.0105,62704.8,60.1
1783495489,btc,1787904000000,62000.0,put,38.33,0.04936118,0.0485,0.05,62965.0,565.8
1783495489,btc,1783497600000,65500.0,put,41.01,0.04486782,0.013,0.0825,62693.42,0.0
1783495489,btc,1785484800000,83000.0,put,44.13,0.32186559,0.317,0.3285,62808.87,29.5
1783495489,btc,1783497600000,68000.0,call,47.51,0.0,,0.0001,62693.42,2.9
1783495489,btc,1783756800000,66000.0,call,34.3,0.00067431,0.0006,0.0008,62693.42,20.5
1783495489,btc,1798185600000,56000.0,call,45.24,0.18625961,0.184,0.188,63796.47,40.2
1783495489,btc,1790323200000,52000.0,put,46.76,0.019976,0.0195,0.0205,63165.73,1054.9
1783495489,btc,1806048000000,86000.0,put,41.18,0.38037387,0.322,0.456,64432.09,1.7
1783495489,btc,1806048000000,40000.0,put,54.56,0.02794996,0.0275,0.0285,64432.09,1099.4
1783495489,btc,1806048000000,120000.0,call,42.25,0.00797433,0.0075,0.0085,64432.09,320.2
1783495489,btc,1785484800000,77000.0,put,37.81,0.22668137,0.222,0.2345,62808.87,249.3
1783495489,btc,1813910400000,140000.0,call,43.22,0.00865057,0.008,0.009,65114.01,94.3
1783495489,btc,1783756800000,71000.0,call,47.13,2.496e-05,,0.0002,62693.42,0.0
1783495489,btc,1790323200000,190000.0,call,72.81,8.898e-05,,0.0002,63165.73,763.9
1783495489,btc,1806048000000,56000.0,put,45.88,0.0875102,0.0865,0.089,64432.09,73.2
1783495489,btc,1813910400000,56000.0,call,46.52,0.24687822,0.243,0.2495,65107.99,3.5
1783495489,btc,1790323200000,64000.0,call,38.44,0.0653127,0.065,0.066,63171.89,244.9
1783495489,btc,1787904000000,40000.0,put,65.06,0.00233186,0.0022,0.0025,62965.0,395.3
1783495489,btc,1785484800000,46000.0,call,61.68,0.26862849,0.2415,0.296,62808.87,0.0
1783495489,btc,1785484800000,57000.0,call,43.94,0.10335239,0.0995,0.107,62808.87,3.8
1783495489,btc,1785484800000,94000.0,put,51.58,0.4968179,0.4465,0.552,62808.87,1.3
1783495489,btc,1790323200000,220000.0,put,72.81,2.48293349,2.366,2.6095,63165.73,1.8
1783495489,btc,1798185600000,50000.0,call,48.54,0.25533466,0.253,0.2575,63796.47,261.1
1783495489,btc,1783670400000,56000.0,call,64.32,0.10697578,0.074,0.138,62698.78,13.8
1783495489,btc,1813910400000,84000.0,call,42.35,0.07715114,0.076,0.0785,65114.01,2.0
1783495489,btc,1785484800000,56000.0,put,45.58,0.00897212,0.0085,0.0095,62808.87,2065.6
1783495489,btc,1785484800000,88000.0,call,49.34,0.00014432,,0.0002,62808.87,398.8
1783495489,btc,1790323200000,40000.0,put,61.37,0.00524096,0.005,0.0055,63171.89,2288.2
1783495489,btc,1790323200000,280000.0,put,81.51,3.43281013,3.283,3.594,63171.89,0.0
1783495489,btc,1813910400000,88000.0,put,42.18,0.41648395,0.354,0.501,65107.99,0.0
1783495489,btc,1784880000000,75000.0,call,37.62,0.00035363,0.0002,0.0005,62763.87,126.8
1783495489,btc,1783584000000,60500.0,put,48.75,0.0009801,0.0009,0.0011,62693.42,151.1
1783495489,btc,1783756800000,70000.0,call,45.63,5.452e-05,,0.0001,62693.42,61.0
1783495489,btc,1785484800000,63000.0,put,36.64,0.03836289,0.0375,0.0385,62808.87,644.7
1783495489,btc,1785484800000,110000.0,put,68.07,0.7515794,0.745,0.763,62808.87,46.3
1783495489,btc,1785484800000,96000.0,call,53.5,3.586e-05,,0.0002,62808.87,315.7
1783495489,btc,1785484800000,102000.0,call,60.01,3.324e-05,,0.0002,62808.87,444.5
1783495489,btc,1806048000000,82000.0,put,41.28,0.32944045,0.302,0.3715,64432.09,3.8
1783495489,btc,1783756800000,60500.0,call,43.94,0.03910371,0.035,0.0425,62693.42,0.0
1783495489,btc,1798185600000,64000.0,call,42.25,0.11320644,0.112,0.114,63796.47,347.1
1783495489,btc,1806048000000,95000.0,put,41.19,0.50247363,0.442,0.58,64425.8,0.6
1783495489,btc,1785484800000,110000.0,call,68.07,3.111e-05,,0.0001,62807.69,194.2
1783495489,btc,1798185600000,95000.0,call,40.35,0.011051,0.0105,0.011,63796.47,1293.6
1783495489,btc,1785484800000,120000.0,put,77.21,0.9108092,0.847,0.9805,62808.87,4.0
1783495489,btc,1790323200000,95000.0,call,40.26,0.00118871,0.001,0.0013,63171.89,1838.8
1783495489,btc,1790323200000,35000.0,call,69.5,0.44908701,0.447,0.451,63171.89,24.1
1783495489,btc,1798185600000,240000.0,put,63.75,2.76260363,2.635,2.9015,63796.47,0.0
1783495489,btc,1787904000000,86000.0,put,38.77,0.36679714,0.3205,0.419,62965.0,0.0
1783495489,btc,1813910400000,105000.0,call,42.06,0.03165585,0.0305,0.0325,65114.01,2.4
1783495489,btc,1798185600000,86000.0,put,40.08,0.37017693,0.3625,0.3755,63796.47,23.4
1783495489,btc,1783670400000,66000.0,call,37.7,0.00038342,0.0003,0.0005,62704.8,970.2
1783495489,btc,1787904000000,79000.0,call,35.61,0.0026946,0.0025,0.0029,62965.0,59.2
1783495489,btc,1790323200000,200000.0,call,72.81,5.118e-05,,0.0002,63171.89,1000.2
1783495489,btc,1787904000000,78000.0,put,35.41,0.24207389,0.199,0.2925,62965.0,4.1
1783495489,btc,1783756800000,67000.0,call,35.64,0.0002528,0.0001,0.0003,62693.42,27.3
1783495489,btc,1806048000000,150000.0,put,46.05,1.33137981,1.2505,1.426,64425.8,0.5
1783495489,btc,1783756800000,63000.0,put,36.36,0.01575158,0.0155,0.0165,62693.42,112.1
1783495489,btc,1783670400000,60000.0,put,47.56,0.00178112,0.0017,0.0019,62704.8,1105.4
1783495489,btc,1790323200000,45000.0,put,54.55,0.00898318,0.0085,0.0095,63171.89,1960.1
1783495489,btc,1783670400000,66000.0,put,37.7,0.05304029,0.0495,0.058,62698.78,53.7
1783495489,btc,1806048000000,110000.0,call,41.59,0.01269396,0.012,0.0135,64432.09,519.8
1783495489,btc,1783756800000,60500.0,put,43.94,0.00399201,0.0039,0.0042,62693.42,0.0
1783495489,btc,1790323200000,145000.0,call,60.16,0.00017949,0.0001,0.0003,63165.73,495.0
1783495489,btc,1783756800000,61500.0,call,40.81,0.02620476,0.024,0.0285,62693.42,0.0
1783495489,btc,1806048000000,125000.0,call,42.75,0.00652513,0.006,0.007,64432.09,117.2
1783495489,btc,1798185600000,150000.0,put,50.1,1.35249472,1.273,1.4425,63790.45,2.1
1783495489,btc,1813910400000,120000.0,put,42.41,0.8606311,0.7895,0.95,65107.99,0.0
1783495489,btc,1790323200000,160000.0,call,64.73,0.00013362,,0.0002,63171.89,1452.2
1783495489,btc,1783670400000,48000.0,put,91.48,6e-07,,0.0001,62704.8,350.7
1783495489,btc,1813910400000,64000.0,put,44.55,0.16331755,0.162,0.1645,65114.01,1.2
1783495489,btc,1784880000000,67000.0,call,33.7,0.00697488,0.0065,0.007,62763.87,147.2
1783495489,btc,1813910400000,95000.0,call,42.04,0.04807926,0.047,0.049,65107.99,4.9
1783495489,btc,1783670400000,50000.0,call,83.89,0.20253462,0.1735,0.229,62698.78,0.0
1783495489,btc,1798185600000,98000.0,call,40.36,0.00868309,0.008,0.009,63790.45,208.0
1783495489,btc,1785484800000,93000.0,put,51.13,0.48090311,0.432,0.5355,62808.87,0.5
1783495489,btc,1798185600000,108000.0,put,41.68,0.69766103,0.6375,0.7685,63790.45,0.0
1783495489,btc,1813910400000,74000.0,put,43.1,0.25532054,0.249,0.258,65114.01,0.0
1783495489,btc,1787904000000,94000.0,put,43.84,0.49337796,0.4435,0.55,62971.02,0.0
1783495489,btc,1790323200000,86000.0,call,37.08,0.00294881,0.0027,0.0032,63165.73,632.8
1783495489,btc,1798185600000,115000.0,call,42.72,0.00311294,0.0028,0.0034,63796.47,2337.0
1783495489,btc,1785484800000,64000.0,put,35.5,0.04624461,0.046,0.047,62808.87,828.9
1783495489,btc,1785484800000,93000.0,call,51.13,4.865e-05,,0.0002,62808.87,108.5
1783495489,btc,1806048000000,140000.0,put,44.61,1.17703801,1.1015,1.267,64432.09,0.0
1783495489,btc,1798185600000,80000.0,put,40.08,0.28898084,0.2825,0.2935,63796.47,952.0
1783495489,btc,1783497600000,62500.0,put,38.16,0.00027867,0.0001,0.0002,62693.42,115.5
1783495489,btc,1790323200000,56000.0,put,43.28,0.03200019,0.0315,0.0325,63171.89,956.4
1783495489,btc,1784275200000,67000.0,call,33.53,0.00274321,0.0025,0.0028,62726.5,4.4
1783495489,btc,1787904000000,50000.0,put,50.39,0.00894553,0.0085,0.0095,62971.02,1153.6
1783495489,btc,1785484800000,59000.0,call,41.38,0.07749104,0.0745,0.079,62808.87,198.5
1783495489,btc,1783497600000,57000.0,put,69.69,0.0,,0.0001,62693.42,121.3
1783495489,btc,1806048000000,70000.0,put,42.57,0.1961825,0.193,0.197,64432.09,83.6
1783495489,btc,1813910400000,86000.0,call,42.29,0.07086823,0.0695,0.072,65107.99,0.1
1783495489,btc,1783756800000,63500.0,call,35.47,0.0075788,0.0075,0.008,62693.42,53.5
1783495489,btc,1785484800000,86000.0,put,46.36,0.36953654,0.3235,0.4205,62808.87,15.2
1783495489,btc,1806048000000,64000.0,call,43.61,0.14913146,0.148,0.1505,64432.09,36.0
1783495489,btc,1783584000000,62500.0,put,39.34,0.00688018,0.0065,0.007,62693.42,29.5
1783495489,btc,1798185600000,82000.0,put,40.08,0.31543059,0.3085,0.32,63796.47,157.7
1783495489,btc,1787904000000,78000.0,call,35.41,0.00328139,0.0031,0.0035,62965.0,228.0
1783495489,btc,1784275200000,68000.0,put,33.55,0.08567461,0.0795,0.0915,62726.5,3.1
1783495489,btc,1798185600000,90000.0,put,40.09,0.42693585,0.4195,0.4335,63790.45,590.5
1783495489,btc,1785484800000,95000.0,call,52.26,3.549e-05,,0.0002,62808.87,132.8
1783495489,btc,1787904000000,92000.0,call,42.83,0.00057746,0.0004,0.0008,62965.0,45.4
1783495489,btc,1806048000000,50000.0,call,48.25,0.28180525,0.277,0.285,64432.09,20.5
1783495489,btc,1785484800000,78000.0,put,38.78,0.24249992,0.238,0.2505,62808.87,433.6
1783495489,btc,1783670400000,50000.0,put,83.89,1.99e-06,,0.0001,62704.8,470.4
1783495489,btc,1787904000000,79000.0,put,35.61,0.25736905,0.2145,0.3075,62965.0,0.0
1783495489,btc,1813910400000,140000.0,put,43.22,1.15893387,1.0815,1.2535,65114.01,0.0
1783495489,btc,1798185600000,180000.0,put,55.82,1.82237119,1.7265,1.9285,63790.45,0.0
1783495489,btc,1787904000000,88000.0,put,40.12,0.39840123,0.351,0.452,62965.0,0.0
1783495489,btc,1785484800000,98000.0,put,55.87,0.56050631,0.508,0.6185,62808.87,0.1
1783495489,btc,1784275200000,55000.0,put,53.6,0.00202076,0.0019,0.0022,62720.33,413.3
1783495489,btc,1787904000000,96000.0,put,44.7,0.52505075,0.4745,0.5825,62965.0,0.0
1783495489,btc,1783670400000,61000.0,put,44.09,0.00364914,0.0035,0.0037,62704.8,541.1
