snap_ts,asset,expiry_ms,strike,opt_type,mark_iv,mark_price,bid,ask,underlying_price,open_interest
1789169925,btc,1790323200000,155000.0,put,84.03,1.00540019,1.0015,1.0115,77289.87,0.1
1789169925,btc,1790323200000,105000.0,call,60.93,0.00018067,0.0001,0.0003,77289.87,1538.7
1789169925,btc,1789718400000,90000.0,call,48.17,0.00018309,0.0001,0.0003,77242.43,728.2
1789169925,btc,1795766400000,70000.0,call,39.3,0.13056739,0.1265,0.133,77930.04,5.2
1789169925,btc,1789286400000,86000.0,put,53.57,0.11403184,0.112,0.117,77195.82,0.0
1789169925,btc,1789200000000,77000.0,call,18.46,0.00369943,0.0033,0.0043,77188.87,176.2
1789169925,btc,1793347200000,90000.0,put,37.82,0.16997099,0.167,0.1735,77634.9,6.3
1789169925,btc,1813910400000,105000.0,put,40.88,0.36375013,0.356,0.376,80187.03,0.1
1789169925,btc,1790323200000,82000.0,put,35.72,0.06844174,0.0665,0.071,77289.87,459.5
1789169925,btc,1806048000000,112000.0,put,41.31,0.43682789,0.431,0.448,79175.26,0.1
1789169925,btc,1798185600000,58000.0,call,45.48,0.26957724,0.2655,0.272,78230.07,40.3
1789169925,btc,1793347200000,79000.0,call,36.06,0.04444475,0.044,0.045,77634.71,229.6
1789169925,btc,1789200000000,81000.0,put,49.13,0.04937885,0.048,0.051,77188.87,25.0
1789169925,btc,1790323200000,66000.0,put,45.79,0.00114391,0.0011,0.0013,77289.87,1632.7
1789169925,btc,1813910400000,90000.0,call,40.32,0.09689249,0.0955,0.098,80187.03,766.0
1789169925,btc,1790323200000,79000.0,call,34.41,0.01693243,0.0165,0.0175,77289.87,2364.4
1789169925,btc,1790928000000,79000.0,call,34.47,0.02329374,0.023,0.024,77359.85,1.4
1789169925,btc,1806048000000,78000.0,call,39.51,0.12165072,0.1205,0.1225,79175.26,597.3
1789169925,btc,1789372800000,80000.0,call,27.3,0.00049083,0.0004,0.0006,77205.41,40.9
1789169925,btc,1790323200000,85000.0,put,37.8,0.10307459,0.101,0.1065,77289.87,454.6
1789169925,btc,1795766400000,68000.0,put,39.94,0.02247201,0.022,0.023,77929.79,89.5
1789169925,btc,1790928000000,81000.0,put,34.68,0.06206985,0.0605,0.0655,77359.85,1.8
1789169925,btc,1789200000000,78000.0,put,21.52,0.01067497,0.009,0.0125,77188.87,164.7
1789169925,btc,1798185600000,95000.0,put,39.37,0.23664057,0.2325,0.243,78230.07,111.7
1789169925,btc,1795766400000,81000.0,put,37.81,0.09170339,0.091,0.0925,77930.04,34.3
1789169925,btc,1790323200000,125000.0,put,80.68,0.61730731,0.614,0.622,77289.87,21.5
1789169925,btc,1813910400000,55000.0,put,45.21,0.03046736,0.0295,0.0315,80186.85,35.9
1789169925,btc,1806048000000,96000.0,call,39.79,0.04854127,0.0475,0.0495,79175.26,153.5
1789169925,btc,1793347200000,60000.0,call,46.63,0.23133385,0.2285,0.233,77634.9,15.5
1789169925,btc,1793347200000,76000.0,put,36.15,0.04204499,0.0415,0.0425,77634.71,343.2
1789169925,btc,1793347200000,45000.0,call,67.37,0.42120872,0.4195,0.4225,77634.9,0.1
1789169925,btc,1793347200000,66000.0,call,40.76,0.1593398,0.1555,0.161,77634.9,89.5
1789169925,btc,1798185600000,70000.0,put,39.67,0.03811388,0.0375,0.0385,78230.07,1486.0
1789169925,btc,1793347200000,58000.0,call,48.94,0.2561812,0.2535,0.2585,77634.9,0.0
1789169925,btc,1793347200000,90000.0,call,37.82,0.01069572,0.0105,0.011,77634.9,2899.1
1789169925,btc,1795766400000,98000.0,call,40.23,0.01050855,0.01,0.011,77929.79,52.5
1789169925,btc,1798185600000,125000.0,call,46.29,0.00349824,0.0032,0.0038,78230.07,573.0
1789169925,btc,1813910400000,40000.0,put,52.74,0.00972573,0.009,0.0105,80186.85,1227.0
1789169925,btc,1790323200000,140000.0,call,80.94,3.01e-06,,0.0001,77289.87,1208.2
1789169925,btc,1793347200000,94000.0,put,39.14,0.21730137,0.2135,0.221,77634.9,0.0
1789169925,btc,1789718400000,95000.0,put,61.4,0.23001787,0.228,0.2335,77242.43,0.2
1789169925,btc,1798185600000,100000.0,call,40.28,0.01537414,0.015,0.016,78229.95,5943.4
1789169925,btc,1789286400000,77500.0,put,16.08,0.00617526,0.0055,0.0065,77195.99,116.0
1789169925,btc,1789459200000,87000.0,put,48.54,0.12678143,0.125,0.13,77214.8,0.0
1789169925,btc,1806048000000,62000.0,put,42.55,0.03371537,0.033,0.0345,79175.26,258.1
1789169925,btc,1790323200000,102000.0,put,56.89,0.31989669,0.3175,0.324,77289.87,0.4
1789169925,btc,1795766400000,80000.0,call,37.92,0.0575326,0.057,0.058,77929.79,995.9
1789169925,btc,1789286400000,78500.0,call,19.11,0.00039227,0.0003,0.0005,77195.99,98.4
