snap_ts,asset,expiry_ms,strike,opt_type,mark_iv,mark_price,bid,ask,underlying_price,open_interest
1786738804,btc,1787040000000,60500.0,call,28.41,0.03943154,0.0075,0.072,62919.76,0.0
1786738804,btc,1813910400000,68000.0,put,41.9,0.1788774,0.1765,0.18,65301.27,9.5
1786738804,btc,1798185600000,85000.0,put,38.43,0.3440569,0.3355,0.3525,63903.71,548.4
1786738804,btc,1787040000000,61000.0,call,26.43,0.03194169,0.0035,0.065,62918.67,0.0
1786738804,btc,1798185600000,84000.0,put,38.36,0.32976953,0.3215,0.338,63903.71,47.1
1786738804,btc,1793347200000,70000.0,call,35.43,0.02847726,0.028,0.029,63468.22,225.9
1786738804,btc,1793347200000,86000.0,call,37.39,0.00301937,0.0028,0.0033,63468.22,10.7
1786738804,btc,1790323200000,84000.0,put,38.36,0.32971656,0.3225,0.335,63208.18,34.7
1786738804,btc,1806048000000,180000.0,put,49.81,1.78845723,1.694,1.895,64572.79,0.0
1786738804,btc,1813910400000,72000.0,call,41.48,0.11427478,0.1135,0.115,65299.06,24.8
1786738804,btc,1787040000000,64000.0,put,21.37,0.01963102,0.0002,0.0575,62918.63,0.0
1786738804,btc,1786867200000,61500.0,put,21.84,0.00030835,0.0002,0.0004,62899.81,59.7
1786738804,btc,1786867200000,66000.0,put,28.64,0.0492978,0.014,0.0865,62902.02,0.2
1786738804,btc,1813910400000,110000.0,put,41.33,0.70423749,0.638,0.788,65301.27,0.3
1786738804,btc,1786780800000,70000.0,put,47.23,0.11310534,0.0755,0.153,62889.44,0.0
1786738804,btc,1790323200000,150000.0,call,72.57,1.923e-05,,0.0004,63205.97,736.3
1786738804,btc,1786780800000,64000.0,put,19.62,0.01771323,0.0165,0.019,62889.44,106.9
1786738804,btc,1790323200000,165000.0,put,75.32,1.61051884,1.5225,1.705,63208.18,0.0
1786738804,btc,1790323200000,60000.0,call,36.07,0.07686871,0.076,0.078,63208.18,855.3
1786738804,btc,1790323200000,110000.0,put,54.12,0.74042121,0.731,0.7475,63208.18,116.1
1786738804,btc,1787299200000,60000.0,call,30.95,0.04910255,0.0175,0.082,62936.58,1.0
1786738804,btc,1786953600000,65000.0,put,18.38,0.03329351,0.002,0.0715,62909.51,0.0
1786738804,btc,1787904000000,66000.0,call,27.14,0.00541795,0.005,0.006,62991.43,1496.8
1786738804,btc,1798185600000,130000.0,call,47.31,0.00082965,0.0006,0.0011,63903.71,1584.1
1786738804,btc,1790323200000,240000.0,call,75.51,1e-08,,0.0001,63208.18,220.0
1786738804,btc,1806048000000,92000.0,call,39.87,0.02365905,0.023,0.0245,64572.79,126.2
1786738804,btc,1813910400000,58000.0,put,43.46,0.10140906,0.1,0.1025,65299.06,38.1
1786738804,btc,1806048000000,96000.0,put,40.11,0.5053841,0.4475,0.5785,64572.79,1.6
1786738804,btc,1788508800000,73000.0,call,31.06,0.00068406,0.0006,0.0008,63043.79,2.7
1786738804,btc,1793347200000,88000.0,call,37.86,0.00233454,0.0021,0.0026,63468.22,6.3
1786738804,btc,1787904000000,64000.0,put,28.0,0.03057403,0.03,0.0315,62991.43,824.6
1786738804,btc,1793347200000,62000.0,call,37.29,0.07940179,0.0785,0.0805,63468.22,13.5
1786738804,btc,1790323200000,115000.0,put,58.62,0.81953893,0.811,0.8295,63208.18,92.4
